Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name	sample_name
SRR26215964_trimmed_1.fastq.gz	GCF_000014525.1.fna	100.0	100.0	98.89	21.0	NA-NA	HIGH	NA-NA	21	20.382	8437/11907	98.89	0	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence	SRR26215964
SRR11605273_trimmed_1.fastq.gz	GCF_000014485.1.fna	99.9735	99.9735	99.75	594.0	NA-NA	HIGH	NA-NA	594	562.849	7022/7600	99.75	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR11605273
SRR11605273_trimmed_1.fastq.gz	GCF_000056065.1.fna	0.0265	0.0265	98.73	0.157	97.98-99.32	0.157	0.13-0.20	1	1.076	728/7436	92.78	11	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR11605273
SRR25394014_trimmed_1.fastq.gz	GCF_000209795.2.fna	84.4442	90.5092	98.89	0.48	98.74-99.08	0.48	0.44-0.50	1	1.296	4634/17194	95.86	0	NC_017196.2 Bacillus subtilis subsp. natto BEST195, complete sequence	SRR25394014
SRR27593219_trimmed_1.fastq.gz	GCF_000010145.1.fna	80.2095	81.9248	99.46	323.0	NA-NA	HIGH	NA-NA	323	298.524	7062/8356	99.46	0	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593219
SRR27593219_trimmed_1.fastq.gz	GCF_000056065.1.fna	19.6178	17.8062	98.14	79.0	NA-NA	HIGH	NA-NA	79	76.758	4159/7436	98.14	24	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR27593219
SRR27593219_trimmed_1.fastq.gz	GCF_032337035.1.fna	0.0751	0.1103	98.78	0.302	98.43-99.07	0.302	0.27-0.33	1	1.143	2362/12981	94.65	5	NZ_JAVYAI010000001.1 Lacticaseibacillus paracasei subsp. paracasei strain TISTR 2593 1, whole genome shotgun sequence	SRR27593219
SRR27593160_trimmed_1.fastq.gz	GCF_000006865.1.fna	72.5128	74.7107	99.23	26.0	NA-NA	HIGH	NA-NA	26	25.668	7685/9757	99.23	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR27593160
SRR27593160_trimmed_1.fastq.gz	GCF_000010145.1.fna	26.1695	23.9206	98.84	9.383	NA-NA	HIGH	NA-NA	9	9.383	5813/8356	98.84	2	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593160
SRR27593160_trimmed_1.fastq.gz	GCF_000026405.1.fna	0.8745	0.7224	99.05	0.314	98.67-99.46	0.314	0.27-0.36	1	1.145	1742/7943	95.22	5	NC_010471.1 Leuconostoc citreum KM20, complete sequence	SRR27593160
SRR27593160_trimmed_1.fastq.gz	GCA_000203855.3.fna	0.4431	0.6463	98.73	0.159	98.16-99.21	0.159	0.13-0.19	1	1.113	1435/14358	92.84	7	AL935263.2 Lactobacillus plantarum WCFS1 complete genome	SRR27593160
SRR27593164_trimmed_1.fastq.gz	GCF_000015385.1.fna	58.7056	58.4995	98.24	1.204	98.11-98.39	1.204	1.12-1.27	1	1.795	3135/7756	97.12	7	NC_010080.1 Lactobacillus helveticus DPC 4571, complete sequence	SRR27593164
SRR27593164_trimmed_1.fastq.gz	GCF_000010145.1.fna	41.2944	41.5005	98.4	0.847	98.23-98.58	0.847	0.78-0.91	1	1.537	2899/8356	96.64	0	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593164
SRR27593165_trimmed_1.fastq.gz	GCF_000174395.2.fna	100.0	100.0	98.63	0.22	98.22-99.07	0.22	0.19-0.25	1	1.203	1600/12297	93.63	0	NC_017960.1 Enterococcus faecium DO, complete sequence	SRR27593165
SRR8830669_trimmed_1.fastq.gz	GCF_000209795.2.fna	48.1737	55.5927	99.78	5.0	NA-NA	HIGH	NA-NA	5	5.0	16075/17194	99.78	0	NC_017196.2 Bacillus subtilis subsp. natto BEST195, complete sequence	SRR8830669
SRR27593156_trimmed_1.fastq.gz	GCF_000010145.1.fna	45.3522	42.2907	99.49	118.0	NA-NA	HIGH	NA-NA	118	112.884	7121/8356	99.49	4	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593156
SRR27593156_trimmed_1.fastq.gz	GCF_000015385.1.fna	30.3629	28.0737	98.81	79.0	NA-NA	HIGH	NA-NA	79	88.752	5347/7756	98.81	52	NC_010080.1 Lactobacillus helveticus DPC 4571, complete sequence	SRR27593156
SRR27593156_trimmed_1.fastq.gz	GCA_000203855.3.fna	11.1459	16.5836	99.82	29.0	NA-NA	HIGH	NA-NA	29	26.142	13587/14358	99.82	0	AL935263.2 Lactobacillus plantarum WCFS1 complete genome	SRR27593156
SRR27593156_trimmed_1.fastq.gz	GCF_000014465.1.fna	2.1621	2.2482	98.4	5.626	NA-NA	HIGH	NA-NA	5	5.626	6076/10002	98.4	18	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence	SRR27593156
SRR27593156_trimmed_1.fastq.gz	GCF_032337035.1.fna	1.9463	2.6109	99.41	5.064	NA-NA	HIGH	NA-NA	4	5.064	10797/12981	99.41	10	NZ_JAVYAI010000001.1 Lacticaseibacillus paracasei subsp. paracasei strain TISTR 2593 1, whole genome shotgun sequence	SRR27593156
SRR27593156_trimmed_1.fastq.gz	GCF_000026405.1.fna	0.1565	0.1319	99.57	0.407	99.32-99.84	0.407	0.37-0.44	1	1.278	2361/7943	96.16	7	NC_010471.1 Leuconostoc citreum KM20, complete sequence	SRR27593156
SRR8830668_trimmed_1.fastq.gz	GCF_000209795.2.fna	100.0	100.0	99.81	1.94	99.74-99.85	1.94	1.87-2.07	2	2.458	13873/17194	99.31	0	NC_017196.2 Bacillus subtilis subsp. natto BEST195, complete sequence	SRR8830668
SRR11605274_trimmed_1.fastq.gz	GCF_000014485.1.fna	99.3778	99.3775	99.68	496.0	NA-NA	HIGH	NA-NA	496	486.946	6873/7600	99.68	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR11605274
SRR11605274_trimmed_1.fastq.gz	GCF_000056065.1.fna	0.6222	0.6225	99.26	3.105	NA-NA	HIGH	NA-NA	3	3.105	5909/7436	99.26	11	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR11605274
SRR10454485_trimmed_1.fastq.gz	GCF_000014465.1.fna	62.534	62.2608	99.44	3.553	NA-NA	HIGH	NA-NA	3	3.553	8411/10002	99.44	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence	SRR10454485
SRR10454485_trimmed_1.fastq.gz	GCF_000006865.1.fna	29.1371	29.3242	99.46	1.656	99.39-99.53	1.656	1.59-1.72	2	2.11	6675/9757	98.78	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR10454485
SRR27593215_trimmed_1.fastq.gz	GCF_000006865.1.fna	81.4109	82.1554	98.66	7.235	NA-NA	HIGH	NA-NA	10	7.235	6413/9757	98.66	12	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR27593215
SRR27593215_trimmed_1.fastq.gz	GCF_000014485.1.fna	12.5499	9.9803	98.83	1.115	98.68-98.98	1.115	1.02-1.20	2	1.287	4178/7600	98.09	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR27593215
SRR28523270_trimmed_1.fastq.gz	GCF_000010145.1.fna	44.9129	37.2033	98.67	4.056	NA-NA	HIGH	NA-NA	4	4.056	5513/8356	98.67	10	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR28523270
SRR28523270_trimmed_1.fastq.gz	GCF_000010825.1.fna	16.414	21.64	99.3	1.482	99.23-99.37	1.482	1.42-1.55	2	2.366	8138/13089	98.48	0	NC_013209.1 Acetobacter pasteurianus IFO 3283-01, complete sequence	SRR28523270
SRR28523270_trimmed_1.fastq.gz	GCF_000014485.1.fna	11.8441	8.7147	99.73	1.07	99.63-99.83	1.070	1.02-1.13	1	1.68	4596/7600	98.39	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR28523270
SRR28523270_trimmed_1.fastq.gz	GCA_000203855.3.fna	10.6244	14.0422	99.53	0.959	99.44-99.64	0.959	0.92-1.00	1	1.615	7656/14358	97.99	6	AL935263.2 Lactobacillus plantarum WCFS1 complete genome	SRR28523270
SRR28523270_trimmed_1.fastq.gz	GCF_000209795.2.fna	4.3005	6.9783	99.05	0.388	98.88-99.25	0.388	0.36-0.41	1	1.228	4115/17194	95.49	0	NC_017196.2 Bacillus subtilis subsp. natto BEST195, complete sequence	SRR28523270
SRR28523270_trimmed_1.fastq.gz	GCF_000014545.1.fna	3.0889	3.1678	98.66	0.279	98.23-99.06	0.279	0.25-0.31	1	1.185	1677/10467	94.26	272	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence	SRR28523270
SRR28523270_trimmed_1.fastq.gz	GCF_000006865.1.fna	2.792	2.6069	99.06	0.252	98.64-99.52	0.252	0.22-0.29	1	1.176	1628/9757	94.39	11	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR28523270
SRR28523270_trimmed_1.fastq.gz	GCF_000015385.1.fna	1.3437	1.1036	98.24	0.121	97.23-99.18	0.121	0.08-0.16	1	1.068	514/7756	91.62	49	NC_010080.1 Lactobacillus helveticus DPC 4571, complete sequence	SRR28523270
SRR28523270_trimmed_1.fastq.gz	GCF_000014465.1.fna	0.9537	0.8809	98.01	0.086	96.62-99.18	0.086	0.06-0.12	1	1.086	443/10002	90.43	4	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence	SRR28523270
SRR28523270_trimmed_1.fastq.gz	GCF_000056065.1.fna	0.5337	0.3928	99.05	0.048	97.33-101.03	0.048	0.02-0.08	1	1.115	260/7436	89.75	8	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR28523270
SRR25395344_trimmed_1.fastq.gz	GCF_000014545.1.fna	90.6582	91.54	100.0	642.0	NA-NA	HIGH	NA-NA	642	629.188	10456/10467	100.0	0	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence	SRR25395344
SRR25395344_trimmed_1.fastq.gz	GCF_000006865.1.fna	8.1903	7.5291	99.71	58.0	NA-NA	HIGH	NA-NA	58	96.85	8911/9757	99.71	710	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR25395344
SRR25395344_trimmed_1.fastq.gz	GCF_000014445.1.fna	1.1452	0.9238	98.6	8.11	NA-NA	HIGH	NA-NA	8	8.11	5730/8862	98.6	0	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence	SRR25395344
SRR25395344_trimmed_1.fastq.gz	GCF_000014525.1.fna	0.0062	0.0071	98.53	0.044	96.64-100.66	0.044	0.02-0.08	1	0.897	369/11907	89.4	15	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence	SRR25395344
SRR25395086_trimmed_1.fastq.gz	GCF_000014485.1.fna	68.4943	68.4848	99.33	0.938	99.20-99.46	0.938	0.87-0.99	1	1.535	3752/7600	97.75	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR25395086
SRR27593234_trimmed_1.fastq.gz	GCF_000006865.1.fna	100.0	100.0	99.11	1.504	99.02-99.18	1.504	1.43-1.60	2	2.274	5756/9757	98.31	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR27593234
SRR27593158_trimmed_1.fastq.gz	GCF_000026505.1.fna	9.5144	12.2304	99.35	10.406	NA-NA	HIGH	NA-NA	10	10.406	10164/12422	99.35	167	NC_013198.1 Lacticaseibacillus rhamnosus GG, complete sequence	SRR27593158
SRR27593158_trimmed_1.fastq.gz	GCF_000015385.1.fna	8.8506	7.8651	98.66	9.68	NA-NA	HIGH	NA-NA	11	9.68	5098/7756	98.66	48	NC_010080.1 Lactobacillus helveticus DPC 4571, complete sequence	SRR27593158
SRR27593158_trimmed_1.fastq.gz	GCF_000014525.1.fna	6.0805	7.5934	99.5	6.65	NA-NA	HIGH	NA-NA	6	6.65	10201/11907	99.5	0	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence	SRR27593158
SRR27593158_trimmed_1.fastq.gz	GCA_000203855.3.fna	5.5063	7.8741	99.41	6.022	NA-NA	HIGH	NA-NA	5	6.022	11946/14358	99.41	6	AL935263.2 Lactobacillus plantarum WCFS1 complete genome	SRR27593158
SRR27593158_trimmed_1.fastq.gz	GCF_000209795.2.fna	1.3558	2.3803	98.82	1.483	98.76-98.89	1.483	1.41-1.53	2	2.007	9211/17194	98.01	1	NC_017196.2 Bacillus subtilis subsp. natto BEST195, complete sequence	SRR27593158
SRR27593158_trimmed_1.fastq.gz	GCF_000010145.1.fna	1.0695	0.9585	99.33	1.17	99.24-99.43	1.170	1.09-1.24	2	1.954	4712/8356	98.17	15	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593158
SRR27593158_trimmed_1.fastq.gz	GCF_000014465.1.fna	0.5931	0.5928	98.24	0.649	98.08-98.40	0.649	0.60-0.69	1	1.439	2792/10002	95.97	17	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence	SRR27593158
SRR27593188_trimmed_1.fastq.gz	GCF_000014485.1.fna	81.8672	79.8706	99.02	1.162	98.91-99.13	1.162	1.10-1.23	1	1.75	3859/7600	97.84	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR27593188
SRR27593217_trimmed_1.fastq.gz	GCF_000015385.1.fna	60.4049	50.0649	98.06	1.236	97.92-98.21	1.236	1.15-1.31	2	1.833	3001/7756	96.98	0	NC_010080.1 Lactobacillus helveticus DPC 4571, complete sequence	SRR27593217
SRR27593176_trimmed_1.fastq.gz	GCF_000006865.1.fna	46.316	39.1921	99.16	102.0	NA-NA	HIGH	NA-NA	102	95.82	7520/9757	99.16	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR27593176
SRR27593176_trimmed_1.fastq.gz	GCA_000203855.3.fna	45.4079	54.3908	99.76	100.0	NA-NA	HIGH	NA-NA	100	94.47	13314/14358	99.76	0	AL935263.2 Lactobacillus plantarum WCFS1 complete genome	SRR27593176
SRR27593176_trimmed_1.fastq.gz	GCF_000010145.1.fna	6.8112	5.1133	99.24	15.0	NA-NA	HIGH	NA-NA	15	13.894	6603/8356	99.24	2	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593176
SRR27593176_trimmed_1.fastq.gz	GCF_000014465.1.fna	0.6455	0.5404	98.83	1.422	98.75-98.91	1.422	1.35-1.50	2	2.217	5293/10002	97.97	14	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence	SRR27593176
SRR27593176_trimmed_1.fastq.gz	GCF_000014485.1.fna	0.2847	0.1898	98.93	0.627	98.73-99.13	0.627	0.57-0.67	1	1.408	2544/7600	96.53	18	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR27593176
SRR27593222_trimmed_1.fastq.gz	GCF_000010145.1.fna	90.2609	85.3438	98.32	0.632	98.12-98.52	0.632	0.59-0.68	1	1.406	2318/8356	95.95	0	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593222
SRR27593222_trimmed_1.fastq.gz	GCF_000010825.1.fna	9.7391	14.6562	98.19	0.068	96.84-99.52	0.068	0.05-0.11	1	1.057	490/13089	89.95	0	NC_013209.1 Acetobacter pasteurianus IFO 3283-01, complete sequence	SRR27593222
SRR5890763_trimmed_1.fastq.gz	GCF_000014465.1.fna	100.0	100.0	98.19	4.459	NA-NA	HIGH	NA-NA	4	4.459	5669/10002	98.19	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence	SRR5890763
SRR11605263_trimmed_1.fastq.gz	GCF_000007525.1.fna	36.7304	32.3881	99.03	190.0	NA-NA	HIGH	NA-NA	190	196.446	7102/9595	99.03	11	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	SRR11605263
SRR11605263_trimmed_1.fastq.gz	GCA_000203855.3.fna	32.8641	42.9326	99.13	170.0	NA-NA	HIGH	NA-NA	170	172.391	10939/14358	99.13	6	AL935263.2 Lactobacillus plantarum WCFS1 complete genome	SRR11605263
SRR11605263_trimmed_1.fastq.gz	GCF_000015385.1.fna	30.3509	24.6394	98.56	157.0	NA-NA	HIGH	NA-NA	157	166.284	4943/7756	98.56	11	NC_010080.1 Lactobacillus helveticus DPC 4571, complete sequence	SRR11605263
SRR11605263_trimmed_1.fastq.gz	GCF_000014485.1.fna	0.0478	0.0348	99.36	0.248	98.89-99.78	0.248	0.21-0.29	1	1.12	1371/7600	94.63	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR11605263
SRR11605263_trimmed_1.fastq.gz	GCF_000220885.1.fna	0.0067	0.0051	100.0	0.035	98.13-102.70	0.035	0.02-0.07	1	0.97	369/8332	90.43	0	NC_017215.1 Bifidobacterium animalis subsp. lactis CNCM I-2494, complete sequence	SRR11605263
ERR4757838_trimmed_1.fastq.gz	GCF_000007525.1.fna	54.6329	50.0522	99.15	1.97	99.04-99.21	1.97	1.87-2.19	2	2.454	6334/9595	98.67	0	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	ERR4757838
ERR4757838_trimmed_1.fastq.gz	GCF_000014525.1.fna	14.6516	17.3669	98.68	0.528	98.51-98.88	0.528	0.49-0.56	1	1.301	3252/11907	95.9	3	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence	ERR4757838
ERR4757838_trimmed_1.fastq.gz	GCA_000203855.3.fna	11.8153	16.0369	99.11	0.426	98.91-99.30	0.426	0.39-0.45	1	1.235	3781/14358	95.79	15	AL935263.2 Lactobacillus plantarum WCFS1 complete genome	ERR4757838
ERR4757838_trimmed_1.fastq.gz	GCF_000014445.1.fna	10.392	8.7435	99.51	0.375	99.25-99.78	0.375	0.34-0.41	1	1.213	2375/8862	95.84	0	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence	ERR4757838
ERR4757838_trimmed_1.fastq.gz	GCF_000014465.1.fna	5.0602	4.7999	98.11	0.182	97.55-98.57	0.182	0.16-0.22	1	1.116	932/10002	92.63	13	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence	ERR4757838
ERR4757838_trimmed_1.fastq.gz	GCF_000014545.1.fna	1.3284	1.3991	98.85	0.048	96.67-101.24	0.048	0.02-0.10	1	1.02	343/10467	89.56	13	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence	ERR4757838
SRR11605262_trimmed_1.fastq.gz	GCF_000756285.1.fna	98.9068	99.3713	100.0	21.0	NA-NA	HIGH	NA-NA	21	21.523	14862/14866	100.0	0	NZ_JPSK01000001.1 Heyndrickxia coagulans strain GBI-30, 6086 contig1, whole genome shotgun sequence	SRR11605262
SRR11605262_trimmed_1.fastq.gz	GCF_000014485.1.fna	0.5541	0.3001	100.0	0.118	99.65-101.04	0.118	0.09-0.14	1	1.056	954/7600	93.52	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR11605262
DRR205702_trimmed_1.fastq.gz	GCA_000203855.3.fna	49.0272	56.2022	99.54	5.379	NA-NA	HIGH	NA-NA	5	5.379	12436/14358	99.54	6	AL935263.2 Lactobacillus plantarum WCFS1 complete genome	DRR205702
DRR205702_trimmed_1.fastq.gz	GCF_000010145.1.fna	26.8268	19.2737	99.09	2.943	NA-NA	HIGH	NA-NA	3	2.943	6289/8356	99.09	4	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	DRR205702
DRR205702_trimmed_1.fastq.gz	GCF_000010825.1.fna	4.0183	4.5949	98.2	0.441	98.00-98.45	0.441	0.40-0.47	1	1.321	2661/13089	94.99	0	NC_013209.1 Acetobacter pasteurianus IFO 3283-01, complete sequence	DRR205702
DRR205702_trimmed_1.fastq.gz	GCF_000014465.1.fna	3.7151	2.9763	99.02	0.408	98.75-99.32	0.408	0.37-0.44	1	1.272	2509/10002	95.64	16	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence	DRR205702
DRR205702_trimmed_1.fastq.gz	GCF_000026405.1.fna	3.6967	2.4002	99.84	0.406	99.59-100.11	0.406	0.37-0.44	1	1.462	2614/7943	96.48	0	NC_010471.1 Leuconostoc citreum KM20, complete sequence	DRR205702
DRR205702_trimmed_1.fastq.gz	GCF_032337035.1.fna	2.1141	2.185	98.77	0.232	98.38-99.24	0.232	0.20-0.26	1	1.158	1904/12981	94.0	10	NZ_JAVYAI010000001.1 Lacticaseibacillus paracasei subsp. paracasei strain TISTR 2593 1, whole genome shotgun sequence	DRR205702
DRR205702_trimmed_1.fastq.gz	GCF_000006865.1.fna	0.7184	0.5818	98.21	0.079	96.80-99.58	0.079	0.05-0.12	1	1.04	424/9757	90.38	5	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	DRR205702
SRR25393915_trimmed_1.fastq.gz	GCF_000014445.1.fna	100.0	100.0	98.28	0.279	97.80-98.76	0.279	0.23-0.33	1	1.429	1270/8862	93.93	0	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence	SRR25393915
SRR25395489_trimmed_1.fastq.gz	GCF_000006865.1.fna	99.0464	99.1742	99.9	722.0	NA-NA	HIGH	NA-NA	722	843.29	9454/9757	99.9	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR25395489
SRR25395489_trimmed_1.fastq.gz	GCF_000014485.1.fna	0.5822	0.4594	99.25	4.244	NA-NA	HIGH	NA-NA	4	4.244	6024/7600	99.25	16	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR25395489
SRR25395489_trimmed_1.fastq.gz	GCF_000014445.1.fna	0.196	0.1722	98.9	1.429	98.83-98.97	1.429	1.35-1.50	2	2.208	4791/8862	98.04	6	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence	SRR25395489
SRR25395489_trimmed_1.fastq.gz	GCF_000014545.1.fna	0.1657	0.1823	98.14	1.208	98.01-98.26	1.208	1.13-1.28	2	2.009	4360/10467	97.21	705	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence	SRR25395489
SRR25395489_trimmed_1.fastq.gz	GCF_000014525.1.fna	0.0097	0.012	98.24	0.071	96.94-99.88	0.071	0.04-0.10	1	1.333	484/11907	90.18	15	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence	SRR25395489
