Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR10454487_trimmed_1.fastq.gz	GCF_000014465.1.fna	13.3233	9.6671	99.64	18.000	NA-NA	HIGH	NA-NA	18	18.309	8948/10002	99.64	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454487_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.0756	0.2848	97.08	0.102	96.51-97.59	0.102	0.08-0.12	1	1.101	1914/49417	90.04	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454488_trimmed_1.fastq.gz	GCF_000014465.1.fna	61.5385	52.7519	99.76	80.000	NA-NA	HIGH	NA-NA	80	80.586	9272/10002	99.76	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454488_trimmed_1.fastq.gz	GCF_018351295.1.fna	38.4615	47.2481	99.01	50.000	NA-NA	HIGH	NA-NA	50	53.497	10653/14497	99.01	10	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454489_trimmed_1.fastq.gz	GCF_000146045.2.fna	100.0000	100.0000	99.49	0.562	99.43-99.58	0.562	0.54-0.57	1	1.313	18265/49417	96.84	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454490_trimmed_1.fastq.gz	GCF_000146045.2.fna	100.0000	100.0000	99.61	0.591	99.53-99.68	0.591	0.57-0.61	1	1.351	19624/49417	97.06	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454491_trimmed_1.fastq.gz	GCF_000014465.1.fna	98.9836	94.9361	99.54	105.000	NA-NA	HIGH	NA-NA	105	106.881	8674/10002	99.54	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454491_trimmed_1.fastq.gz	GCF_000146045.2.fna	1.0164	5.0639	99.46	1.078	99.40-99.50	1.078	1.06-1.10	1	1.649	27655/49417	98.14	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454492_trimmed_1.fastq.gz	GCF_000014525.1.fna	82.6529	85.6191	99.51	86.000	NA-NA	HIGH	NA-NA	86	82.531	10222/11907	99.51	2	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence
SRR10454492_trimmed_1.fastq.gz	GCF_000014465.1.fna	17.2994	14.3409	99.87	18.000	NA-NA	HIGH	NA-NA	18	17.123	9597/10002	99.87	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454492_trimmed_1.fastq.gz	GCF_000006865.1.fna	0.0477	0.0400	98.43	0.050	96.29-100.61	0.050	0.02-0.09	1	1.017	291/9757	89.29	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
SRR10454493_trimmed_1.fastq.gz	GCF_018351295.1.fna	97.7975	98.1782	99.12	87.000	NA-NA	HIGH	NA-NA	87	87.368	11017/14497	99.12	9	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454493_trimmed_1.fastq.gz	GCF_000014465.1.fna	2.1076	1.4764	99.78	1.875	99.71-99.83	1.875	1.78-1.96	2	2.530	7901/10002	99.24	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454493_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.0949	0.3454	96.78	0.084	96.11-97.54	0.084	0.07-0.10	1	1.070	1452/49417	89.24	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454494_trimmed_1.fastq.gz	GCF_018351295.1.fna	65.6845	73.1032	99.40	94.000	NA-NA	HIGH	NA-NA	94	89.279	12029/14497	99.40	10	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454494_trimmed_1.fastq.gz	GCF_000014465.1.fna	34.2398	26.5912	99.61	49.000	NA-NA	HIGH	NA-NA	49	48.591	8870/10002	99.61	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454494_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.0757	0.3056	97.53	0.108	97.01-97.98	0.108	0.09-0.13	1	1.188	2336/49417	90.62	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454495_trimmed_1.fastq.gz	GCF_018351295.1.fna	60.2111	68.2697	99.40	47.000	NA-NA	HIGH	NA-NA	47	45.573	12041/14497	99.40	11	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454495_trimmed_1.fastq.gz	GCF_000014465.1.fna	39.7137	31.4214	99.78	31.000	NA-NA	HIGH	NA-NA	31	31.860	9332/10002	99.78	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454495_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.0751	0.3088	95.64	0.059	94.46-96.84	0.059	0.04-0.09	1	1.041	706/49417	87.19	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454497_trimmed_1.fastq.gz	GCF_000014525.1.fna	65.2729	31.1355	98.47	0.192	97.99-98.88	0.192	0.16-0.23	1	1.098	1292/11907	93.09	0	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence
SRR10454497_trimmed_1.fastq.gz	GCF_000146045.2.fna	34.7271	68.8645	98.25	0.102	97.83-98.60	0.102	0.09-0.12	1	1.082	2780/49417	91.13	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454498_trimmed_1.fastq.gz	GCF_000014465.1.fna	95.2789	82.3493	99.26	37.000	NA-NA	HIGH	NA-NA	37	34.173	7955/10002	99.26	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454498_trimmed_1.fastq.gz	GCF_000146045.2.fna	3.6303	16.2998	99.59	1.410	99.55-99.62	1.410	1.38-1.45	2	1.899	32953/49417	98.70	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454498_trimmed_1.fastq.gz	GCF_018351295.1.fna	1.0907	1.3510	97.89	0.424	97.62-98.17	0.424	0.39-0.46	1	1.209	2632/14497	94.64	9	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454499_trimmed_1.fastq.gz	GCF_000014465.1.fna	99.6005	97.9588	99.76	46.000	NA-NA	HIGH	NA-NA	46	46.525	9287/10002	99.76	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454499_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.3995	2.0412	99.54	0.185	99.36-99.73	0.185	0.17-0.20	1	1.233	7218/49417	93.98	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454500_trimmed_1.fastq.gz	GCF_000014445.1.fna	92.9503	92.0443	99.37	2.426	99.30-99.41	2.426	2.31-2.59	2	2.698	6636/8862	99.07	0	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
SRR10454500_trimmed_1.fastq.gz	GCF_000006865.1.fna	7.0497	7.9557	99.23	0.184	98.74-99.63	0.184	0.16-0.22	1	1.095	1289/9757	93.68	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
SRR10454501_trimmed_1.fastq.gz	GCF_000014445.1.fna	96.3431	95.6842	99.37	43.000	NA-NA	HIGH	NA-NA	43	44.245	7283/8862	99.37	1	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
SRR10454501_trimmed_1.fastq.gz	GCF_000006865.1.fna	2.3323	2.6398	99.51	1.041	99.41-99.61	1.041	0.99-1.09	1	1.679	5420/9757	98.12	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
SRR10454501_trimmed_1.fastq.gz	GCF_000014545.1.fna	1.0415	1.2948	98.13	0.465	97.87-98.39	0.465	0.42-0.51	1	1.390	2174/10467	95.06	530	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence
SRR10454501_trimmed_1.fastq.gz	GCF_000014465.1.fna	0.1506	0.1687	100.00	0.067	99.33-101.52	0.067	0.05-0.10	1	1.032	744/10002	91.96	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454501_trimmed_1.fastq.gz	GCF_018351295.1.fna	0.1325	0.2126	98.97	0.059	97.73-100.45	0.059	0.04-0.08	1	1.065	615/14497	90.31	18	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454502_trimmed_1.fastq.gz	GCF_018351295.1.fna	75.1068	80.7906	99.54	33.000	NA-NA	HIGH	NA-NA	33	31.662	12551/14497	99.54	10	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454502_trimmed_1.fastq.gz	GCF_000014465.1.fna	24.7266	18.5601	99.84	10.864	NA-NA	HIGH	NA-NA	11	10.864	9517/10002	99.84	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454502_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.1665	0.6494	97.01	0.073	96.18-97.69	0.073	0.06-0.09	1	1.035	1360/49417	89.06	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454503_trimmed_1.fastq.gz	GCF_000014465.1.fna	86.9654	79.4410	99.84	10.639	NA-NA	HIGH	NA-NA	10	10.639	9529/10002	99.84	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454503_trimmed_1.fastq.gz	GCF_018351295.1.fna	12.0173	15.7315	99.17	1.470	99.09-99.23	1.470	1.41-1.54	2	2.037	8631/14497	98.34	10	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454503_trimmed_1.fastq.gz	GCF_000146045.2.fna	1.0173	4.8275	97.05	0.124	96.55-97.57	0.124	0.11-0.14	1	1.189	2286/49417	90.56	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454504_trimmed_1.fastq.gz	GCF_018351295.1.fna	71.5309	78.0963	99.03	68.000	NA-NA	HIGH	NA-NA	68	70.232	10708/14497	99.03	12	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454504_trimmed_1.fastq.gz	GCF_000014465.1.fna	28.4020	21.6381	99.88	27.000	NA-NA	HIGH	NA-NA	27	27.402	9646/10002	99.88	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454504_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.0671	0.2656	95.14	0.064	93.96-96.32	0.064	0.04-0.09	1	1.045	651/49417	86.97	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454505_trimmed_1.fastq.gz	GCF_018351295.1.fna	85.6979	89.5691	99.07	54.000	NA-NA	HIGH	NA-NA	54	54.729	10836/14497	99.07	10	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454505_trimmed_1.fastq.gz	GCF_000014465.1.fna	14.3021	10.4309	99.82	9.012	NA-NA	HIGH	NA-NA	9	9.012	9446/10002	99.82	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454506_trimmed_1.fastq.gz	GCF_000146045.2.fna	100.0000	100.0000	99.51	0.648	99.44-99.59	0.648	0.63-0.66	1	1.388	20334/49417	97.18	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454507_trimmed_1.fastq.gz	GCF_000146045.2.fna	70.4263	92.4693	99.61	4.905	NA-NA	HIGH	NA-NA	5	4.905	43759/49417	99.61	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454507_trimmed_1.fastq.gz	GCF_000014465.1.fna	15.2342	3.8504	99.75	1.061	99.64-99.85	1.061	1.01-1.11	1	1.650	6058/10002	98.40	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454507_trimmed_1.fastq.gz	GCF_000006865.1.fna	8.4364	2.1554	99.41	0.588	99.22-99.57	0.588	0.55-0.63	1	1.330	3608/9757	96.84	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
SRR10454507_trimmed_1.fastq.gz	GCF_000014445.1.fna	4.4431	0.9961	99.53	0.309	99.23-99.91	0.309	0.27-0.34	1	1.174	2041/8862	95.37	2	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
SRR10454507_trimmed_1.fastq.gz	GCF_018351295.1.fna	1.4600	0.5288	97.21	0.102	96.17-97.97	0.102	0.07-0.14	1	1.156	598/14497	90.23	18	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454508_trimmed_1.fastq.gz	GCF_018351295.1.fna	73.4177	79.8305	99.12	58.000	NA-NA	HIGH	NA-NA	58	59.574	11034/14497	99.12	11	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454508_trimmed_1.fastq.gz	GCF_000014465.1.fna	26.5823	20.1695	99.77	21.000	NA-NA	HIGH	NA-NA	21	21.039	9309/10002	99.77	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454509_trimmed_1.fastq.gz	GCF_000014465.1.fna	74.3516	66.9186	99.51	40.000	NA-NA	HIGH	NA-NA	40	41.105	8586/10002	99.51	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454509_trimmed_1.fastq.gz	GCF_018351295.1.fna	25.6484	33.0814	99.12	13.798	NA-NA	HIGH	NA-NA	14	13.798	11009/14497	99.12	11	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454510_trimmed_1.fastq.gz	GCF_018351295.1.fna	64.8660	71.6691	99.59	84.000	NA-NA	HIGH	NA-NA	84	72.417	12748/14497	99.59	10	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454510_trimmed_1.fastq.gz	GCF_000014465.1.fna	34.7497	26.7916	99.76	45.000	NA-NA	HIGH	NA-NA	45	45.755	9294/10002	99.76	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454510_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.3843	1.5392	99.57	0.498	99.49-99.65	0.498	0.48-0.51	1	1.350	16985/49417	96.61	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454511_trimmed_1.fastq.gz	GCF_000014465.1.fna	51.6376	40.3266	99.56	20.000	NA-NA	HIGH	NA-NA	20	17.759	8728/10002	99.56	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454511_trimmed_1.fastq.gz	GCF_018351295.1.fna	46.4738	52.0116	97.27	18.000	NA-NA	HIGH	NA-NA	18	17.794	6153/14497	97.27	11	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454511_trimmed_1.fastq.gz	GCF_000146045.2.fna	1.8886	7.6617	99.55	0.731	99.49-99.62	0.731	0.71-0.75	1	1.427	22425/49417	97.48	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454512_trimmed_1.fastq.gz	GCF_000146045.2.fna	100.0000	100.0000	99.53	0.893	99.47-99.58	0.893	0.87-0.92	1	1.514	25343/49417	97.87	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454513_trimmed_1.fastq.gz	GCF_018351295.1.fna	96.2546	97.1446	99.19	117.000	NA-NA	HIGH	NA-NA	117	118.015	11252/14497	99.19	8	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454513_trimmed_1.fastq.gz	GCF_000014465.1.fna	2.5071	1.7656	99.60	3.047	NA-NA	HIGH	NA-NA	3	3.047	8838/10002	99.60	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454513_trimmed_1.fastq.gz	GCF_000014525.1.fna	1.2384	1.0898	98.67	1.505	98.58-98.74	1.505	1.44-1.58	2	1.937	6116/11907	97.87	5	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence
SRR10454514_trimmed_1.fastq.gz	GCF_000014525.1.fna	66.6233	69.3959	98.82	25.000	NA-NA	HIGH	NA-NA	25	25.687	8247/11907	98.82	2	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence
SRR10454514_trimmed_1.fastq.gz	GCF_000014465.1.fna	32.5810	27.1585	99.73	12.226	NA-NA	HIGH	NA-NA	12	12.226	9201/10002	99.73	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454514_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.7957	3.4457	99.39	0.299	99.25-99.51	0.299	0.28-0.31	1	1.231	10544/49417	95.14	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454515_trimmed_1.fastq.gz	GCF_000014465.1.fna	82.1596	75.3959	99.65	122.000	NA-NA	HIGH	NA-NA	122	123.400	8982/10002	99.65	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454515_trimmed_1.fastq.gz	GCF_018351295.1.fna	17.5094	23.0265	99.46	26.000	NA-NA	HIGH	NA-NA	26	24.746	12255/14497	99.46	11	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454515_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.3309	1.5776	99.68	0.491	99.61-99.77	0.491	0.47-0.50	1	1.331	17482/49417	96.70	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454516_trimmed_1.fastq.gz	GCF_000014465.1.fna	61.5785	51.9118	99.83	39.000	NA-NA	HIGH	NA-NA	39	39.903	9485/10002	99.83	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454516_trimmed_1.fastq.gz	GCF_018351295.1.fna	37.8945	45.7803	98.96	24.000	NA-NA	HIGH	NA-NA	24	23.791	10476/14497	98.96	11	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454516_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.5270	2.3080	99.44	0.334	99.32-99.59	0.334	0.32-0.35	1	1.217	11911/49417	95.51	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454517_trimmed_1.fastq.gz	GCF_000014465.1.fna	97.3205	87.4867	99.70	5.269	NA-NA	HIGH	NA-NA	5	5.269	9111/10002	99.70	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454517_trimmed_1.fastq.gz	GCF_000146045.2.fna	2.6795	12.5133	97.45	0.145	97.12-97.74	0.145	0.13-0.16	1	1.097	2994/49417	91.35	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454519_trimmed_1.fastq.gz	GCF_018351295.1.fna	60.6770	67.7573	99.52	50.000	NA-NA	HIGH	NA-NA	50	48.332	12483/14497	99.52	10	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454519_trimmed_1.fastq.gz	GCF_000014465.1.fna	38.8333	30.2601	99.81	32.000	NA-NA	HIGH	NA-NA	32	32.643	9416/10002	99.81	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454519_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.4898	1.9826	99.56	0.404	99.46-99.68	0.404	0.39-0.42	1	1.310	14330/49417	96.09	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR10454520_trimmed_1.fastq.gz	GCF_018351295.1.fna	63.7979	71.1354	99.54	39.000	NA-NA	HIGH	NA-NA	39	38.251	12563/14497	99.54	10	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR10454520_trimmed_1.fastq.gz	GCF_000014465.1.fna	35.9885	28.0013	99.65	22.000	NA-NA	HIGH	NA-NA	22	22.227	8983/10002	99.65	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
SRR10454520_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.2136	0.8634	98.91	0.131	98.56-99.25	0.131	0.12-0.15	1	1.144	4309/49417	92.43	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
SRR13708565_trimmed_1.fastq.gz	GCF_000010145.1.fna	51.2883	51.7105	99.47	9.367	NA-NA	HIGH	NA-NA	9	9.367	7082/8356	99.47	0	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence
SRR13708565_trimmed_1.fastq.gz	GCF_000056065.1.fna	38.5376	34.5284	98.17	7.039	NA-NA	HIGH	NA-NA	7	7.039	4196/7436	98.17	27	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence
SRR13708565_trimmed_1.fastq.gz	GCF_000006865.1.fna	4.6809	5.3196	98.75	0.855	98.59-98.89	0.855	0.80-0.90	1	1.545	3804/9757	97.01	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
SRR13708565_trimmed_1.fastq.gz	GCF_018351295.1.fna	3.7262	6.0035	97.51	0.681	97.27-97.67	0.681	0.63-0.73	1	1.417	3288/14497	95.33	31	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
SRR13708565_trimmed_1.fastq.gz	GCF_000014525.1.fna	1.3759	1.9330	98.79	0.251	98.35-99.21	0.251	0.21-0.29	1	1.257	1831/11907	94.14	7	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence
SRR13708565_trimmed_1.fastq.gz	GCA_001044095.1.fna	0.3911	0.5050	96.94	0.071	95.67-98.57	0.071	0.03-0.11	1	1.109	302/11256	88.98	29	JUIN01000001.1 Lacticaseibacillus rhamnosus strain Lr032 contig00001, whole genome shotgun sequence
SRR13708566_trimmed_1.fastq.gz	GCF_000010145.1.fna	75.0262	74.8854	99.35	6.281	NA-NA	HIGH	NA-NA	6	6.281	6834/8356	99.35	0	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence
