Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name	sample_name
SRR27593231_trimmed_1.fastq.gz	GCF_000010145.1.fna	93.0019	88.7437	99.76	99.0	NA-NA	HIGH	NA-NA	99	93.267	7752/8356	99.76	0	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593231
SRR27593231_trimmed_1.fastq.gz	GCF_018351295.1.fna	5.7356	8.7458	99.7	6.106	NA-NA	HIGH	NA-NA	6	6.106	13222/14497	99.7	9	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome	SRR27593231
SRR27593231_trimmed_1.fastq.gz	GCF_000056065.1.fna	0.5816	0.4932	98.28	0.619	98.04-98.49	0.619	0.57-0.67	1	1.41	2011/7436	95.87	15	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR27593231
SRR27593231_trimmed_1.fastq.gz	GCA_026225675.1.fna	0.2698	1.5912	99.23	0.287	99.10-99.39	0.287	0.27-0.30	1	1.156	10339/52676	94.88	0	JAPJTW010000001.1 Saccharomyces boulardii (nom. inval.) strain KCTC 13826BP contig1, whole genome shotgun sequence	SRR27593231
SRR27593231_trimmed_1.fastq.gz	GCF_000014505.1.fna	0.0865	0.0721	98.44	0.092	97.27-99.64	0.092	0.06-0.13	1	1.134	447/7865	91.16	30	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence	SRR27593231
SRR27593231_trimmed_1.fastq.gz	GCF_000014525.1.fna	0.0856	0.1138	98.15	0.091	97.05-99.60	0.091	0.06-0.13	1	1.337	615/11907	90.88	36	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence	SRR27593231
SRR27593216_trimmed_1.fastq.gz	GCF_000010145.1.fna	66.9643	69.4405	98.82	6.696	NA-NA	HIGH	NA-NA	6	6.696	5780/8356	98.82	5	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593216
SRR27593216_trimmed_1.fastq.gz	GCF_000014485.1.fna	17.8035	16.3989	99.12	1.78	99.05-99.20	1.780	1.68-1.88	2	2.398	4814/7600	98.54	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR27593216
SRR27593216_trimmed_1.fastq.gz	GCF_000056065.1.fna	10.9909	10.1282	98.18	1.099	98.06-98.32	1.099	1.01-1.16	1	1.74	2810/7436	96.91	15	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR27593216
SRR27593216_trimmed_1.fastq.gz	GCF_000014505.1.fna	3.5113	3.1791	98.99	0.351	98.67-99.30	0.351	0.31-0.39	1	1.208	1701/7865	95.18	0	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence	SRR27593216
SRR27593184_trimmed_1.fastq.gz	GCF_000014505.1.fna	86.1611	84.4534	99.77	61.0	NA-NA	HIGH	NA-NA	61	56.673	7333/7865	99.77	0	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence	SRR27593184
SRR27593184_trimmed_1.fastq.gz	GCF_000010145.1.fna	11.3948	12.7922	98.28	8.067	NA-NA	HIGH	NA-NA	8	8.067	4876/8356	98.28	12	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593184
SRR27593184_trimmed_1.fastq.gz	GCF_000014485.1.fna	1.9099	1.9045	99.17	1.352	99.09-99.27	1.352	1.29-1.43	2	1.996	4364/7600	98.23	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR27593184
SRR27593184_trimmed_1.fastq.gz	GCF_018351295.1.fna	0.398	0.714	98.78	0.282	98.48-99.15	0.282	0.25-0.31	1	1.252	2496/14497	94.48	39	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome	SRR27593184
SRR27593184_trimmed_1.fastq.gz	GCF_000056065.1.fna	0.1361	0.1358	98.58	0.096	97.37-99.60	0.096	0.07-0.14	1	1.068	440/7436	91.28	14	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR27593184
SRR27593207_trimmed_1.fastq.gz	GCF_000014505.1.fna	67.3715	65.3124	99.24	6.725	NA-NA	HIGH	NA-NA	6	6.725	6215/7865	99.24	0	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence	SRR27593207
SRR27593207_trimmed_1.fastq.gz	GCF_000014485.1.fna	19.4919	19.224	99.12	1.946	99.07-99.20	1.946	1.81-2.06	2	2.506	4961/7600	98.63	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR27593207
SRR27593207_trimmed_1.fastq.gz	GCF_000006865.1.fna	7.6041	9.5168	98.68	0.759	98.51-98.85	0.759	0.71-0.81	1	1.467	3444/9757	96.7	11	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR27593207
SRR27593207_trimmed_1.fastq.gz	GCF_000010145.1.fna	3.9466	4.382	98.69	0.394	98.35-98.99	0.394	0.35-0.44	1	1.252	1812/8356	95.19	6	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593207
SRR27593220_trimmed_1.fastq.gz	GCF_000014485.1.fna	62.2781	62.2366	99.44	180.0	NA-NA	HIGH	NA-NA	180	167.957	6379/7600	99.44	12	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR27593220
SRR27593220_trimmed_1.fastq.gz	GCF_000056065.1.fna	37.7128	37.7043	99.47	109.0	NA-NA	HIGH	NA-NA	109	109.343	6307/7436	99.47	0	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR27593220
SRR27593220_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.0091	0.0591	98.39	0.026	96.82-100.06	0.026	0.02-0.04	1	1.013	773/49417	87.45	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence	SRR27593220
SRR27593182_trimmed_1.fastq.gz	GCF_000010145.1.fna	59.5381	60.4028	98.23	0.744	98.03-98.40	0.744	0.68-0.81	1	1.464	2525/8356	96.21	0	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593182
SRR27593182_trimmed_1.fastq.gz	GCF_000014485.1.fna	27.5294	24.8084	98.71	0.344	98.29-99.11	0.344	0.30-0.39	1	1.162	1558/7600	95.02	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR27593182
SRR27593182_trimmed_1.fastq.gz	GCF_000006865.1.fna	12.9324	14.7888	98.48	0.162	97.85-98.93	0.162	0.13-0.20	1	1.101	909/9757	92.63	6	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR27593182
ERR4757821_trimmed_1.fastq.gz	GCF_000007525.1.fna	63.5533	60.1399	99.15	11.545	NA-NA	HIGH	NA-NA	11	11.545	7373/9595	99.15	0	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	ERR4757821
ERR4757821_trimmed_1.fastq.gz	GCF_000014545.1.fna	8.4848	9.23	99.48	1.541	99.40-99.53	1.541	1.46-1.62	2	2.314	7013/10467	98.72	657	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence	ERR4757821
ERR4757821_trimmed_1.fastq.gz	GCF_018351295.1.fna	7.5927	10.6607	99.54	1.379	99.47-99.61	1.379	1.33-1.43	2	1.948	9415/14497	98.62	5	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome	ERR4757821
ERR4757821_trimmed_1.fastq.gz	GCF_000006865.1.fna	6.9392	6.8725	99.79	1.261	99.71-99.86	1.261	1.21-1.32	2	2.064	6566/9757	98.73	14	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	ERR4757821
ERR4757821_trimmed_1.fastq.gz	GCF_000014485.1.fna	6.6201	5.1668	99.94	1.203	99.83-100.01	1.203	1.15-1.27	2	1.837	5218/7600	98.79	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	ERR4757821
ERR4757821_trimmed_1.fastq.gz	GCA_000014425.1.fna	1.6508	1.3093	98.82	0.3	98.41-99.28	0.300	0.25-0.34	1	2.022	1388/7578	94.67	1	CP000413.1 Lactobacillus gasseri ATCC 33323, complete genome	ERR4757821
ERR4757821_trimmed_1.fastq.gz	GCF_000014445.1.fna	1.2259	1.0654	98.36	0.223	97.88-98.77	0.223	0.19-0.26	1	1.148	1058/8862	93.37	19	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence	ERR4757821
ERR4757821_trimmed_1.fastq.gz	GCF_000014465.1.fna	0.9534	0.9341	98.74	0.173	98.18-99.29	0.173	0.14-0.21	1	1.14	1075/10002	93.06	9	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence	ERR4757821
SRR27593167_trimmed_1.fastq.gz	GCF_000014485.1.fna	1.1945	1.0743	98.94	0.727	98.74-99.14	0.727	0.66-0.79	1	1.468	2829/7600	96.86	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR27593167
SRR27593155_trimmed_1.fastq.gz	GCF_000006865.1.fna	60.0495	64.9716	98.83	0.686	98.67-99.00	0.686	0.64-0.74	1	1.413	3365/9757	96.62	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR27593155
SRR27593155_trimmed_1.fastq.gz	GCF_000010145.1.fna	9.7025	9.3134	98.58	0.111	97.66-99.58	0.111	0.08-0.15	1	1.093	571/8356	91.71	0	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593155
SRR27593155_trimmed_1.fastq.gz	GCF_000014505.1.fna	5.8111	4.8703	98.11	0.066	96.20-100.37	0.066	0.03-0.12	1	1.028	281/7865	89.81	3	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence	SRR27593155
SRR27593224_trimmed_1.fastq.gz	GCF_000016825.1.fna	72.8437	66.6556	99.06	222.0	NA-NA	HIGH	NA-NA	222	211.423	6005/8055	99.06	2	NC_009513.1 Limosilactobacillus reuteri subsp. reuteri, complete sequence	SRR27593224
SRR27593224_trimmed_1.fastq.gz	GCF_000010145.1.fna	7.5469	7.2479	98.96	23.0	NA-NA	HIGH	NA-NA	23	22.661	6050/8356	98.96	11	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593224
SRR27593224_trimmed_1.fastq.gz	GCF_000056065.1.fna	3.7606	3.2095	98.57	11.461	NA-NA	HIGH	NA-NA	11	11.461	4754/7436	98.57	15	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR27593224
SRR27593224_trimmed_1.fastq.gz	GCF_000015385.1.fna	0.3613	0.344	98.06	1.101	97.94-98.22	1.101	1.01-1.17	1	1.786	2843/7756	96.81	185	NC_010080.1 Lactobacillus helveticus DPC 4571, complete sequence	SRR27593224
SRR27593224_trimmed_1.fastq.gz	GCF_018351295.1.fna	0.1739	0.2669	99.43	0.53	99.28-99.59	0.530	0.50-0.56	1	1.353	5042/14497	96.65	0	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome	SRR27593224
SRR27593224_trimmed_1.fastq.gz	GCF_000091765.1.fna	0.1364	0.1276	98.42	0.416	98.11-98.70	0.416	0.38-0.46	1	1.251	1803/8614	95.08	9	NC_014106.1 Lactobacillus crispatus ST1, complete sequence	SRR27593224
SRR27593224_trimmed_1.fastq.gz	GCF_000209795.2.fna	0.0769	0.1447	99.42	0.234	99.18-99.70	0.234	0.21-0.26	1	1.124	3004/17194	94.53	0	NC_017196.2 Bacillus subtilis subsp. natto BEST195, complete sequence	SRR27593224
SRR27593224_trimmed_1.fastq.gz	GCF_000756285.1.fna	0.0738	0.1169	98.65	0.225	98.25-99.10	0.225	0.19-0.25	1	1.155	1973/14866	93.69	1	NZ_JPSK01000001.1 Heyndrickxia coagulans strain GBI-30, 6086 contig1, whole genome shotgun sequence	SRR27593224
SRR27593224_trimmed_1.fastq.gz	GCF_000014525.1.fna	0.0583	0.0781	98.34	0.178	97.72-98.75	0.178	0.15-0.21	1	1.134	1190/11907	92.84	34	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence	SRR27593224
SRR27593163_trimmed_1.fastq.gz	GCF_000014505.1.fna	58.3139	54.4714	99.72	47.0	NA-NA	HIGH	NA-NA	47	45.337	7213/7865	99.72	0	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence	SRR27593163
SRR27593163_trimmed_1.fastq.gz	GCF_000010145.1.fna	22.333	23.8931	99.05	18.0	NA-NA	HIGH	NA-NA	18	17.639	6211/8356	99.05	5	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593163
SRR27593163_trimmed_1.fastq.gz	GCF_000016825.1.fna	17.399	17.7358	98.7	14.023	NA-NA	HIGH	NA-NA	14	14.023	5362/8055	98.7	6	NC_009513.1 Limosilactobacillus reuteri subsp. reuteri, complete sequence	SRR27593163
SRR27593163_trimmed_1.fastq.gz	GCF_000006865.1.fna	1.1154	1.345	98.7	0.899	98.56-98.85	0.899	0.83-0.95	1	1.81	3857/9757	97.05	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence	SRR27593163
SRR27593163_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.2835	1.7572	99.16	0.229	98.99-99.33	0.229	0.21-0.24	1	1.127	7778/49417	94.21	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence	SRR27593163
SRR27593163_trimmed_1.fastq.gz	GCA_035231985.1.fna	0.1295	0.1367	98.4	0.104	97.40-99.31	0.104	0.07-0.14	1	1.069	510/8468	91.34	4	CP117983.1 Ligilactobacillus salivarius strain B4311 chromosome, complete genome	SRR27593163
SRR27593163_trimmed_1.fastq.gz	GCF_000056065.1.fna	0.0869	0.0826	98.73	0.07	97.23-100.43	0.070	0.04-0.11	1	1.209	340/7436	90.53	6	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR27593163
SRR27593199_trimmed_1.fastq.gz	GCF_000014505.1.fna	93.1779	92.3339	99.47	146.0	NA-NA	HIGH	NA-NA	146	129.348	6676/7865	99.47	5	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence	SRR27593199
SRR27593199_trimmed_1.fastq.gz	GCF_000010145.1.fna	6.2174	7.0565	99.49	9.742	NA-NA	HIGH	NA-NA	10	9.742	7134/8356	99.49	0	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence	SRR27593199
SRR27593199_trimmed_1.fastq.gz	GCF_000014485.1.fna	0.3654	0.3684	98.89	0.573	98.63-99.09	0.573	0.53-0.62	1	1.361	2350/7600	96.28	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence	SRR27593199
SRR27593199_trimmed_1.fastq.gz	GCF_000056065.1.fna	0.2392	0.2412	98.12	0.375	97.74-98.49	0.375	0.33-0.43	1	1.24	1290/7436	94.51	17	NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002, complete sequence	SRR27593199
