Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR2014810_trimmed_1.fastq.gz	GCF_018351295.1.fna	9.3120	12.7074	98.84	5.339	NA-NA	HIGH	NA-NA	5	5.339	10099/14497	98.84	0	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR2014813_trimmed_1.fastq.gz	GCF_000014505.1.fna	100.0000	100.0000	97.86	0.141	96.95-98.68	0.141	0.10-0.18	1	1.066	530/7865	91.67	0	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence
ERR2231567_trimmed_1.fastq.gz	GCF_000006865.1.fna	41.9840	38.5917	99.20	0.739	99.04-99.38	0.739	0.68-0.79	1	1.454	3968/9757	97.14	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR2231567_trimmed_1.fastq.gz	GCF_000014465.1.fna	36.0468	32.7790	98.27	0.634	98.07-98.49	0.634	0.58-0.68	1	1.360	2732/10002	95.90	6	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
ERR2231567_trimmed_1.fastq.gz	GCF_018351295.1.fna	21.9692	28.6293	98.90	0.387	98.71-99.15	0.387	0.36-0.41	1	1.267	3301/14497	95.34	0	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR2231568_trimmed_1.fastq.gz	GCF_000006865.1.fna	73.3039	71.5954	99.20	4.272	NA-NA	HIGH	NA-NA	4	4.272	7618/9757	99.20	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR2231568_trimmed_1.fastq.gz	GCF_000014465.1.fna	19.7459	19.0789	98.81	1.151	98.70-98.94	1.151	1.08-1.21	2	1.830	4715/10002	97.60	6	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
ERR2231568_trimmed_1.fastq.gz	GCF_018351295.1.fna	6.4758	8.9667	99.23	0.377	99.02-99.51	0.377	0.34-0.40	1	1.232	3595/14497	95.60	16	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR2231568_trimmed_1.fastq.gz	GCF_000014505.1.fna	0.4745	0.3590	100.00	0.028	97.01-100.37	0.028	0.03-0.07	1	1.038	235/7865	89.29	0	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence
ERR2231569_trimmed_1.fastq.gz	GCF_000006865.1.fna	58.0438	54.5020	99.48	11.090	NA-NA	HIGH	NA-NA	11	11.090	8289/9757	99.48	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR2231569_trimmed_1.fastq.gz	GCF_000014465.1.fna	24.7503	22.9909	98.81	4.729	NA-NA	HIGH	NA-NA	4	4.729	6911/10002	98.81	10	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
ERR2231569_trimmed_1.fastq.gz	GCF_018351295.1.fna	16.1617	21.5144	99.19	3.088	NA-NA	HIGH	NA-NA	3	3.088	11253/14497	99.19	0	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR2231569_trimmed_1.fastq.gz	GCF_000014525.1.fna	0.5382	0.6247	96.81	0.103	95.49-97.90	0.103	0.06-0.16	1	1.146	432/11907	89.85	18	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence
ERR2231569_trimmed_1.fastq.gz	GCF_000014505.1.fna	0.5060	0.3680	97.75	0.097	96.56-99.04	0.097	0.06-0.13	1	1.125	368/7865	90.59	24	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence
ERR2231570_trimmed_1.fastq.gz	GCF_000014465.1.fna	45.2696	41.3133	99.08	13.624	NA-NA	HIGH	NA-NA	14	13.624	7499/10002	99.08	12	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
ERR2231570_trimmed_1.fastq.gz	GCF_000006865.1.fna	31.1138	28.7023	99.43	9.364	NA-NA	HIGH	NA-NA	9	9.364	8178/9757	99.43	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR2231570_trimmed_1.fastq.gz	GCF_018351295.1.fna	21.5970	28.2450	99.42	6.500	NA-NA	HIGH	NA-NA	5	6.500	12102/14497	99.42	0	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR2231570_trimmed_1.fastq.gz	GCF_000014445.1.fna	0.7532	0.6097	97.83	0.227	97.14-98.53	0.227	0.18-0.28	1	1.260	1190/8862	93.73	23	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
ERR2231570_trimmed_1.fastq.gz	GCF_000014525.1.fna	0.5011	0.5714	97.84	0.151	97.19-98.40	0.151	0.12-0.19	1	1.208	859/11907	91.87	22	NC_008526.1 Lacticaseibacillus paracasei ATCC 334, complete sequence
ERR2231570_trimmed_1.fastq.gz	GCF_000026405.1.fna	0.4575	0.3384	96.66	0.138	95.51-98.06	0.138	0.08-0.19	1	1.250	504/7943	91.49	90	NC_010471.1 Leuconostoc citreum KM20, complete sequence
ERR2231570_trimmed_1.fastq.gz	GCF_000014505.1.fna	0.3078	0.2200	98.21	0.093	96.91-99.66	0.093	0.05-0.14	1	1.154	415/7865	90.95	28	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence
ERR2231571_trimmed_1.fastq.gz	GCF_000014465.1.fna	51.9129	44.9917	99.34	47.000	NA-NA	HIGH	NA-NA	47	45.637	8149/10002	99.34	12	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
ERR2231571_trimmed_1.fastq.gz	GCF_018351295.1.fna	35.3450	43.8986	99.77	32.000	NA-NA	HIGH	NA-NA	32	50.472	13501/14497	99.77	0	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR2231571_trimmed_1.fastq.gz	GCF_000006865.1.fna	11.7133	10.2617	99.45	10.605	NA-NA	HIGH	NA-NA	10	10.605	8221/9757	99.45	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR2231571_trimmed_1.fastq.gz	GCF_000014445.1.fna	0.4122	0.3169	98.64	0.373	98.28-98.94	0.373	0.33-0.42	1	1.226	2084/8862	95.44	24	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
ERR2231571_trimmed_1.fastq.gz	GCF_000026405.1.fna	0.2732	0.1919	95.27	0.247	94.36-96.06	0.247	0.19-0.32	1	1.304	543/7943	91.71	95	NC_010471.1 Leuconostoc citreum KM20, complete sequence
ERR2231571_trimmed_1.fastq.gz	GCA_000155515.2.fna	0.2404	0.2694	99.04	0.218	98.65-99.51	0.218	0.18-0.24	1	1.172	1927/12830	94.07	18	CP002391.1 Lactobacillus paracasei subsp. paracasei 8700:2, complete genome
ERR2231571_trimmed_1.fastq.gz	GCF_000014505.1.fna	0.1029	0.0698	98.51	0.093	97.22-99.75	0.093	0.06-0.14	1	1.112	464/7865	91.27	42	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence
ERR2231572_trimmed_1.fastq.gz	GCF_000014465.1.fna	47.7118	39.5241	99.38	51.000	NA-NA	HIGH	NA-NA	51	49.782	8250/10002	99.38	12	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
ERR2231572_trimmed_1.fastq.gz	GCF_018351295.1.fna	47.7118	56.6407	99.80	51.000	NA-NA	HIGH	NA-NA	51	72.582	13620/14497	99.80	0	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR2231572_trimmed_1.fastq.gz	GCF_000006865.1.fna	3.8037	3.1851	99.16	4.066	NA-NA	HIGH	NA-NA	4	4.066	7505/9757	99.16	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR2231572_trimmed_1.fastq.gz	GCF_000014445.1.fna	0.3705	0.2723	98.89	0.396	98.58-99.18	0.396	0.35-0.44	1	1.292	2287/8862	95.72	24	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
ERR2231572_trimmed_1.fastq.gz	GCA_000155515.2.fna	0.2558	0.2740	98.92	0.273	98.55-99.29	0.273	0.24-0.31	1	1.143	2279/12830	94.58	18	CP002391.1 Lactobacillus paracasei subsp. paracasei 8700:2, complete genome
ERR2231572_trimmed_1.fastq.gz	GCF_000010145.1.fna	0.0957	0.0711	96.46	0.102	95.25-98.65	0.102	0.05-0.15	1	1.272	349/8356	90.26	24	NC_010610.1 Limosilactobacillus fermentum IFO 3956, complete sequence
ERR2231572_trimmed_1.fastq.gz	GCF_000014505.1.fna	0.0506	0.0328	97.74	0.054	95.43-99.26	0.054	0.03-0.11	1	1.155	239/7865	89.34	44	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence
ERR3964980_trimmed_1.fastq.gz	GCF_000014485.1.fna	96.0457	95.7920	99.71	95.000	NA-NA	HIGH	NA-NA	95	91.061	6943/7600	99.71	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete sequence
ERR3964980_trimmed_1.fastq.gz	GCF_000011985.1.fna	3.5969	3.8364	99.77	3.558	NA-NA	HIGH	NA-NA	3	3.558	7853/8425	99.77	0	NC_006814.3 Lactobacillus acidophilus NCFM, complete sequence
ERR3964980_trimmed_1.fastq.gz	GCF_000220885.1.fna	0.3574	0.3716	99.54	0.354	99.27-99.83	0.354	0.32-0.39	1	1.182	2153/8332	95.73	0	NC_017215.1 Bifidobacterium animalis subsp. lactis CNCM I-2494, complete sequence
ERR4757805_trimmed_1.fastq.gz	GCF_000014445.1.fna	91.8104	86.8931	99.71	16.000	NA-NA	HIGH	NA-NA	16	15.790	8106/8862	99.71	0	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
ERR4757805_trimmed_1.fastq.gz	GCF_009739535.1.fna	6.5993	7.4893	97.19	1.150	97.04-97.34	1.150	1.06-1.23	2	1.760	2989/10398	96.06	12	NZ_CP029971.1 Lentilactobacillus kefiri strain DH5 chromosome, complete genome
ERR4757805_trimmed_1.fastq.gz	GCF_000146045.2.fna	0.8419	4.6665	99.53	0.147	99.26-99.76	0.147	0.14-0.16	1	1.104	5856/49417	93.35	0	NC_001133.9 Saccharomyces cerevisiae S288C chromosome I, complete sequence
ERR4757805_trimmed_1.fastq.gz	GCF_000014545.1.fna	0.5613	0.6650	97.08	0.098	95.70-98.41	0.098	0.06-0.15	1	1.062	390/10467	89.93	0	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence
ERR4757805_trimmed_1.fastq.gz	GCF_018351295.1.fna	0.1871	0.2861	99.40	0.033	97.18-101.52	0.033	0.02-0.06	1	0.965	458/14497	89.45	19	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR4757806_trimmed_1.fastq.gz	GCF_000014465.1.fna	44.3638	47.4424	99.77	7.813	NA-NA	HIGH	NA-NA	8	7.813	9302/10002	99.77	0	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
ERR4757806_trimmed_1.fastq.gz	GCF_000026405.1.fna	39.6180	34.3361	99.45	6.977	NA-NA	HIGH	NA-NA	7	6.977	6700/7943	99.45	94	NC_010471.1 Leuconostoc citreum KM20, complete sequence
ERR4757806_trimmed_1.fastq.gz	GCF_000014445.1.fna	8.2502	7.8257	99.72	1.453	99.63-99.79	1.453	1.39-1.53	2	2.134	6303/8862	98.91	2	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
ERR4757806_trimmed_1.fastq.gz	GCF_018351295.1.fna	4.5998	7.0492	99.42	0.810	99.31-99.54	0.810	0.77-0.85	1	1.900	7150/14497	97.75	32	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR4757806_trimmed_1.fastq.gz	GCF_000006865.1.fna	1.2575	1.3593	98.76	0.221	98.30-99.18	0.221	0.19-0.26	1	1.141	1320/9757	93.75	5	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR4757806_trimmed_1.fastq.gz	GCF_000014545.1.fna	1.1067	1.3141	98.05	0.195	97.52-98.57	0.195	0.16-0.23	1	1.132	1011/10467	92.74	229	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence
ERR4757806_trimmed_1.fastq.gz	GCF_000014505.1.fna	0.8040	0.6732	95.52	0.142	94.29-96.54	0.142	0.10-0.22	1	1.117	283/7865	89.83	22	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete sequence
ERR4757807_trimmed_1.fastq.gz	GCF_018351295.1.fna	64.8187	71.0524	99.47	0.367	99.25-99.69	0.367	0.34-0.39	1	1.310	3950/14497	95.89	0	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR4757807_trimmed_1.fastq.gz	GCF_000014545.1.fna	22.9401	19.4826	96.88	0.130	95.80-98.00	0.130	0.09-0.18	1	1.201	477/10467	90.52	79	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence
ERR4757807_trimmed_1.fastq.gz	GCF_000006865.1.fna	12.2413	9.4650	98.36	0.069	96.84-99.75	0.069	0.04-0.11	1	1.059	391/9757	90.14	0	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR4757808_trimmed_1.fastq.gz	GCF_000026405.1.fna	43.4104	33.9756	99.42	13.746	NA-NA	HIGH	NA-NA	13	13.746	6627/7943	99.42	83	NC_010471.1 Leuconostoc citreum KM20, complete sequence
ERR4757808_trimmed_1.fastq.gz	GCF_018351295.1.fna	28.4902	39.4289	99.59	9.022	NA-NA	HIGH	NA-NA	8	9.022	12753/14497	99.59	19	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR4757808_trimmed_1.fastq.gz	GCF_000006865.1.fna	14.3172	13.9763	99.16	4.534	NA-NA	HIGH	NA-NA	4	4.534	7510/9757	99.16	5	NC_002662.1 Lactococcus lactis subsp. lactis Il1403, complete sequence
ERR4757808_trimmed_1.fastq.gz	GCF_000014445.1.fna	5.7048	4.8867	99.76	1.806	99.70-99.81	1.806	1.73-1.91	2	2.725	6886/8862	99.19	0	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
ERR4757808_trimmed_1.fastq.gz	GCF_000014465.1.fna	3.3426	3.2280	99.31	1.058	99.21-99.42	1.058	1.00-1.12	1	1.702	5272/10002	97.96	13	NC_008497.1 Levilactobacillus brevis ATCC 367, complete sequence
ERR4757808_trimmed_1.fastq.gz	GCF_000007525.1.fna	2.2755	2.1224	99.20	0.721	99.06-99.39	0.721	0.67-0.77	1	1.440	3846/9595	97.09	0	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence
ERR4757808_trimmed_1.fastq.gz	GCA_014058685.1.fna	1.6014	1.2896	97.74	0.507	97.51-98.01	0.507	0.44-0.55	1	1.289	1570/8025	94.87	1	CP059055.1 Lactobacillus johnsonii strain NCK2677 chromosome, complete genome
ERR4757808_trimmed_1.fastq.gz	GCF_000014545.1.fna	0.7521	0.8064	97.05	0.238	96.44-97.64	0.238	0.18-0.29	1	1.475	883/10467	92.33	638	NC_008527.1 Lactococcus cremoris subsp. cremoris SK11, complete sequence
ERR4757808_trimmed_1.fastq.gz	GCF_018289135.1.fna	0.1057	0.2861	95.89	0.033	93.44-97.19	0.033	0.02-0.07	1	1.016	243/27084	85.89	0	NZ_CP072216.1 Bacteroides xylanisolvens strain CL11T00C03 chromosome, complete genome
ERR4757809_trimmed_1.fastq.gz	GCF_018351295.1.fna	35.3298	47.4168	98.68	0.200	98.27-99.03	0.200	0.18-0.23	1	1.121	1742/14497	93.39	11	NZ_CP063750.1 Lactiplantibacillus plantarum strain ATCC 202195 chromosome, complete genome
ERR4757809_trimmed_1.fastq.gz	GCF_000014445.1.fna	35.0833	29.1437	98.80	0.199	98.26-99.22	0.199	0.17-0.24	1	1.125	1099/8862	93.49	0	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete sequence
