Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
ERR11865303_trimmed_1.fastq.gz	FontanaF_2023__SRR20746866__bin.6.fa	0.0384	0.0346	98.49	0.081	97.19-99.76	0.081	0.05-0.12	1	1.123	431/8729	90.75	17	NODE_1_length_116121_cov_33.0000_ID_1072
ERR11865366_trimmed_1.fastq.gz	MAG_501.fa	38.6945	44.5132	99.64	117.000	NA-NA	HIGH	NA-NA	117	114.548	8671/9710	99.64	28	MAG_501_0
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__H3_S87__bin.5.fa	12.8982	9.4626	100.00	39.000	NA-NA	HIGH	NA-NA	39	39.490	6165/6167	100.00	0	H3_S87_k141_3382
ERR11865366_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602156__bin.13.fa	11.9060	8.4761	98.70	36.000	NA-NA	HIGH	NA-NA	36	36.099	4069/6110	98.70	10	NODE_13_length_131629_cov_20.9991_ID_137683
ERR11865366_trimmed_1.fastq.gz	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897.fa	9.5909	11.4128	98.56	29.000	NA-NA	HIGH	NA-NA	29	26.400	6489/10183	98.56	758	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__H3_S87__bin.34.fa	6.2837	6.0329	100.00	19.000	NA-NA	HIGH	NA-NA	19	19.592	7881/7887	100.00	0	H3_S87_k141_178
ERR11865366_trimmed_1.fastq.gz	LeechJ_xxxx__AF78__bin.4.fa	5.9530	5.5003	97.53	18.000	NA-NA	HIGH	NA-NA	18	17.840	3600/7826	97.53	27	AF78_k141_1694
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__H3_S87__bin.33.fa	2.4304	3.2261	99.99	7.349	NA-NA	HIGH	NA-NA	6	7.349	11500/11520	99.99	1	H3_S87_k141_386
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__H3_S87__bin.4.fa	1.9133	1.8357	99.99	5.785	NA-NA	HIGH	NA-NA	6	5.785	8063/8079	99.99	0	H3_S87_k141_1617
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__H3_S87__bin.19.fa	1.9027	1.9758	99.99	5.753	NA-NA	HIGH	NA-NA	5	5.753	8897/8920	99.99	1	H3_S87_k141_1750
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__H3_S87__bin.11.fa	1.7952	2.4245	99.99	5.428	NA-NA	HIGH	NA-NA	5	5.428	11454/11483	99.99	6	H3_S87_k141_662
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__H3_S87__bin.16.fa	1.3139	0.9344	99.98	3.973	NA-NA	HIGH	NA-NA	4	3.973	5977/6012	99.98	4	H3_S87_k141_179
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__H3_S87__bin.25.fa	1.2974	0.8256	99.98	3.923	NA-NA	HIGH	NA-NA	4	3.923	5381/5418	99.98	0	H3_S87_k141_673
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__H3_S87__bin.24.fa	1.2821	1.0152	99.98	3.877	NA-NA	HIGH	NA-NA	4	3.877	6717/6757	99.98	1	H3_S87_k141_35
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__H3_S87__bin.2.fa	1.2362	0.7474	99.98	3.738	NA-NA	HIGH	NA-NA	3	3.738	5132/5157	99.98	0	H3_S87_k141_1063
ERR11865366_trimmed_1.fastq.gz	LeechJ_2020__ERS3967711__bin.14.fa	0.5899	0.5021	99.16	1.784	99.07-99.24	1.784	1.66-1.90	2	2.905	4627/7200	98.58	43	ERS3967711_k141_542
ERR11865366_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	0.4195	0.4028	96.53	1.268	96.34-96.66	1.268	1.17-1.39	2	1.793	1892/7797	95.53	4	GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome
ERR11865366_trimmed_1.fastq.gz	LeechJ_2020__ERS3967703__bin.6.fa	0.1339	0.1227	97.87	0.405	97.51-98.24	0.405	0.35-0.46	1	1.209	1358/7915	94.47	1	ERS3967703_k141_852
ERR11865366_trimmed_1.fastq.gz	LeechJ_xxxx__AF41__bin.3.fa	0.1114	0.0538	97.65	0.337	97.08-98.40	0.337	0.26-0.41	1	1.215	577/4097	93.87	6	AF41_k141_275
ERR11865366_trimmed_1.fastq.gz	WalshL_xxxx__D9__bin.6.fa	0.1102	0.3009	97.52	0.333	97.30-97.77	0.333	0.30-0.36	1	1.202	3024/23245	93.63	2	D9_k141_227
ERR11865366_trimmed_1.fastq.gz	LeechJ_2020__ERS3967688__bin.2.fa	0.0631	0.1407	98.52	0.191	98.12-98.88	0.191	0.17-0.22	1	1.098	2082/19017	93.11	0	ERS3967688_k141_1437
ERR11865366_trimmed_1.fastq.gz	PatroJN_2016__SRS1044731__bin.7.fa	0.0360	0.0290	96.27	0.109	94.68-97.91	0.109	0.06-0.18	1	1.088	217/6779	89.49	2	SRS1044731_k141_695
ERR11865366_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_2__VB06-21__bin.6.fa	0.0220	0.0529	96.68	0.067	95.45-98.08	0.067	0.04-0.10	1	1.011	476/20606	88.56	44	VB06-21_k141_12611
ERR11865366_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_245__bin.2.fa	0.0164	0.0125	97.02	0.050	93.89-97.55	0.050	0.05-0.12	1	1.024	124/6553	87.99	4	NODE_1_length_160535_cov_17.2789_ID_55527
ERR11865451_trimmed_1.fastq.gz	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897.fa	44.7541	49.0150	98.63	100.000	NA-NA	HIGH	NA-NA	100	102.513	6630/10183	98.63	620	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence
ERR11865451_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	33.5656	26.3818	98.40	75.000	NA-NA	HIGH	NA-NA	75	79.130	4338/7154	98.40	385	NODE_10_length_61143_cov_28.9945_ID_1888
ERR11865451_trimmed_1.fastq.gz	MAG_15.fa	8.0557	9.8121	99.99	18.000	NA-NA	HIGH	NA-NA	18	17.937	11335/11359	99.99	0	MAG_15_0
ERR11865451_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	7.6082	7.2468	98.46	17.000	NA-NA	HIGH	NA-NA	17	16.775	5471/8865	98.46	8	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR11865451_trimmed_1.fastq.gz	FontanaF_2023__SRR20746866__bin.6.fa	1.8709	1.7653	99.13	4.181	NA-NA	HIGH	NA-NA	4	4.181	6659/8729	99.13	10	NODE_1_length_116121_cov_33.0000_ID_1072
ERR11865451_trimmed_1.fastq.gz	SalgadoTS_2021__SRR13801804__bin.3.fa	1.4426	1.4779	99.76	3.223	NA-NA	HIGH	NA-NA	3	3.223	8957/9652	99.76	0	NODE_1_length_182977_cov_70.9954_ID_2060
ERR11865451_trimmed_1.fastq.gz	MAG_501.fa	0.7955	0.8423	99.23	1.778	99.16-99.29	1.778	1.68-1.88	2	2.187	6659/9710	98.79	2	MAG_501_0
ERR11865451_trimmed_1.fastq.gz	MAG_S8.fa	0.6860	0.6074	99.27	1.533	99.16-99.35	1.533	1.44-1.63	2	1.935	5311/8185	98.61	38	MAG_S8_NODE_23_length_137624_cov_30.0706
ERR11865451_trimmed_1.fastq.gz	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21.fa	0.5907	0.4814	97.54	1.320	97.45-97.70	1.320	1.21-1.39	2	1.840	2576/7507	96.61	85	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21_NZ_LJIV01000001.1 Leuconostoc lactis strain WIKIM21 contig00001, whole genome shotgun sequence
ERR11865451_trimmed_1.fastq.gz	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44.fa	0.2889	1.6028	99.43	0.645	99.37-99.51	0.645	0.63-0.66	1	1.386	19598/49112	97.08	26	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence
ERR11865451_trimmed_1.fastq.gz	GCF_002276885.1_ASM227688v1_genomic.fa	0.2178	0.2515	99.73	0.487	99.54-99.92	0.487	0.45-0.52	1	1.377	3853/10692	96.76	149	GCF_002276885.1_ASM227688v1_genomic_NZ_NCXA01000099.1 Lentilactobacillus parakefiri strain KR NODE_100_length_1145_cov_335.802, whole genome shotgun sequence
ERR11865451_trimmed_1.fastq.gz	MASTER_WP4_UNINA_2__F-22__bin.7.fa	0.0697	0.3814	99.55	0.156	99.28-99.76	0.156	0.14-0.17	1	1.090	6359/50582	93.53	4	F-22_k141_163
ERR11865451_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2587__bin.9.fa	0.0542	0.1345	98.61	0.121	98.03-99.05	0.121	0.10-0.14	1	1.062	1702/23009	91.94	0	P2587_k141_467
ERR11865472_trimmed_1.fastq.gz	MAG_501.fa	34.1147	36.8351	99.37	90.000	NA-NA	HIGH	NA-NA	90	89.831	7980/9710	99.37	10	MAG_501_0
ERR11865472_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	31.4613	25.2176	98.66	83.000	NA-NA	HIGH	NA-NA	83	86.879	4713/7154	98.66	63	NODE_10_length_61143_cov_28.9945_ID_1888
ERR11865472_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	16.2993	14.1523	99.57	43.000	NA-NA	HIGH	NA-NA	43	41.899	6527/7470	99.57	0	s8.ctg000010c
ERR11865472_trimmed_1.fastq.gz	MAG_15.fa	12.1297	15.0668	99.99	32.000	NA-NA	HIGH	NA-NA	32	32.130	11331/11359	99.99	0	MAG_15_0
ERR11865472_trimmed_1.fastq.gz	G_514_1B_orientalis_assembly.fa	4.8869	7.1486	97.88	12.892	NA-NA	HIGH	NA-NA	13	12.892	6897/13382	97.88	24	NODE_1_length_900359_cov_75.777345
ERR11865472_trimmed_1.fastq.gz	SRR10454491C1008_acetobacter_assembly.fa	1.0847	1.5590	97.61	2.862	NA-NA	HIGH	NA-NA	3	2.862	6299/13335	97.61	110	SRR10454491C0
ERR11865472_trimmed_1.fastq.gz	DeFilippisF_xxxx__DF_58__bin.5.fa	0.0234	0.0206	98.56	0.062	96.51-101.04	0.062	0.03-0.11	1	1.030	301/7901	90.00	0	DF_58_k141_272
ERR11865495_trimmed_1.fastq.gz	MAG_501.fa	67.1210	70.4947	99.41	170.000	NA-NA	HIGH	NA-NA	170	169.869	8084/9710	99.41	0	MAG_501_0
ERR11865495_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	20.9259	16.3151	98.46	53.000	NA-NA	HIGH	NA-NA	53	58.112	4426/7154	98.46	335	NODE_10_length_61143_cov_28.9945_ID_1888
ERR11865495_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	7.1069	6.7149	99.20	18.000	NA-NA	HIGH	NA-NA	18	17.621	6916/8865	99.20	2	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome
ERR11865495_trimmed_1.fastq.gz	SRR10454491C1008_acetobacter_assembly.fa	3.9915	5.5800	97.93	10.109	NA-NA	HIGH	NA-NA	10	10.109	6965/13335	97.93	19	SRR10454491C0
ERR11865495_trimmed_1.fastq.gz	SalgadoTS_2021__SRR13801804__bin.3.fa	0.3534	0.3591	99.86	0.895	99.74-99.98	0.895	0.85-0.94	1	1.523	5471/9652	98.19	0	NODE_1_length_182977_cov_70.9954_ID_2060
ERR11865495_trimmed_1.fastq.gz	MAG_15.fa	0.2946	0.3560	99.85	0.746	99.73-99.98	0.746	0.70-0.78	1	1.438	5704/11359	97.80	0	MAG_15_0
ERR11865495_trimmed_1.fastq.gz	MAG_S8.fa	0.1690	0.1484	98.84	0.428	98.57-99.17	0.428	0.38-0.46	1	1.042	2408/8185	96.13	3	MAG_S8_NODE_23_length_137624_cov_30.0706
ERR11865495_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	0.0376	0.0318	97.73	0.095	96.25-99.28	0.095	0.05-0.15	1	0.989	358/7470	90.66	22	s8.ctg000010c
ERR1981166_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	35.8562	28.3243	98.97	25.000	NA-NA	HIGH	NA-NA	25	24.583	5642/7783	98.97	0	WK002-1-L-48h-01F6_S30_k141_2565
ERR1981166_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	21.5137	27.4945	98.31	15.000	NA-NA	HIGH	NA-NA	15	15.141	7203/12230	98.31	8	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence
ERR1981166_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	17.5337	13.2993	99.98	12.225	NA-NA	HIGH	NA-NA	12	12.225	7444/7489	99.98	0	ERS1739834_k141_1514
ERR1981166_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	7.9453	6.8278	98.84	5.540	NA-NA	HIGH	NA-NA	5	5.540	5738/8244	98.84	0	NODE_37_length_133389_cov_15.7682_ID_27250
ERR1981166_trimmed_1.fastq.gz	MAG_19.fa	5.1811	12.1084	98.99	3.612	NA-NA	HIGH	NA-NA	3	3.612	16694/22889	98.99	0	MAG_19_0
ERR1981166_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_286__bin.4.fa	4.5118	4.8118	99.27	3.146	NA-NA	HIGH	NA-NA	3	3.146	8351/10478	99.27	0	NODE_10_length_98713_cov_16.0000_ID_19272
ERR1981166_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	2.7543	2.2789	98.11	1.920	98.03-98.18	1.920	1.82-1.99	2	2.383	3763/7955	97.61	11	SRS6115052_k141_129
ERR1981166_trimmed_1.fastq.gz	MAG_501.fa	2.5033	2.5532	96.62	1.745	96.53-96.75	1.745	1.60-1.85	2	2.248	2765/9710	96.03	10	MAG_501_0
ERR1981166_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2603__bin.2.fa	0.5679	0.4804	96.81	0.396	96.39-97.19	0.396	0.34-0.46	1	1.246	995/8308	93.38	0	P2603_k141_86142
ERR1981166_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	0.4990	0.6921	98.15	0.348	97.86-98.40	0.348	0.32-0.38	1	1.175	2253/13589	94.37	8	NODE_1_length_274429_cov_22.9992_ID_7781
ERR1981166_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	0.3625	0.2568	99.09	0.253	98.59-99.55	0.253	0.21-0.30	1	1.141	1152/6826	94.42	0	NODE_3_length_161229_cov_37.0000_ID_62026
ERR1981166_trimmed_1.fastq.gz	MASTER_WP4_FFoQSI_2__VB16-22__bin.7.fa	0.2112	0.2665	96.73	0.147	95.84-97.40	0.147	0.11-0.19	1	1.129	565/11536	90.73	29	VB16-22_k141_485
ERR1981166_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	0.1503	0.1138	96.43	0.105	95.19-98.29	0.105	0.05-0.16	1	1.153	242/7154	89.65	10	NODE_10_length_61143_cov_28.9945_ID_1888
ERR1981166_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	0.1430	0.1413	97.36	0.100	95.95-98.70	0.100	0.06-0.16	1	1.060	398/9278	90.34	18	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome
ERR1981166_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	0.0729	0.0549	96.57	0.051	93.23-96.92	0.051	0.05-0.14	1	1.048	125/7322	87.70	11	NODE_2_length_148631_cov_25.9785_ID_15265
ERR1981166_trimmed_1.fastq.gz	LeechJ_2020__ERS3967688__bin.2.fa	0.0727	0.1437	99.25	0.051	97.95-100.55	0.051	0.03-0.07	1	1.117	753/19017	90.11	206	ERS3967688_k141_1437
ERR1981166_trimmed_1.fastq.gz	EBC_089.16.fa	0.0620	0.1016	96.01	0.043	93.82-97.07	0.043	0.03-0.09	1	1.021	189/15779	86.70	4	EBC_089.16_EBC_089_scaffold_51
ERR1981166_trimmed_1.fastq.gz	AlvarezOrdonezA_xxxx__C05-18__bin.6.fa	0.0589	0.0505	97.44	0.041	94.71-97.94	0.041	0.04-0.09	1	1.053	150/8331	87.85	2	C05-18_k141_315
ERR1981167_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_270__bin.3.fa	66.0042	51.3834	98.91	40.000	NA-NA	HIGH	NA-NA	40	37.497	5534/7774	98.91	24	NODE_24_length_69116_cov_15.0000_ID_16044
ERR1981167_trimmed_1.fastq.gz	MAG_6.fa	10.8951	17.9464	99.97	6.603	NA-NA	HIGH	NA-NA	6	6.603	15893/16058	99.97	0	MAG_6_0
ERR1981167_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	10.4837	7.7777	99.98	6.353	NA-NA	HIGH	NA-NA	6	6.353	7432/7489	99.98	0	ERS1739834_k141_1514
ERR1981167_trimmed_1.fastq.gz	MAG_19.fa	5.5650	12.7207	98.34	3.373	NA-NA	HIGH	NA-NA	3	3.373	13637/22889	98.34	5977	MAG_19_0
ERR1981167_trimmed_1.fastq.gz	MAG_312.fa	2.9589	4.4547	98.91	1.793	98.84-98.97	1.793	1.71-1.87	2	2.634	8925/15037	98.33	0	MAG_312_0
ERR1981167_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	1.5127	1.2715	98.89	0.917	98.77-99.05	0.917	0.85-0.97	1	1.601	3499/8244	97.27	0	NODE_37_length_133389_cov_15.7682_ID_27250
ERR1981167_trimmed_1.fastq.gz	EBC_134.7.fa	0.7658	1.9359	97.39	0.464	97.19-97.58	0.464	0.43-0.50	1	1.925	4158/25164	94.36	7118	EBC_134.7_EBC_134_scaffold_2638
ERR1981167_trimmed_1.fastq.gz	LeechJ_xxxx__AF89__bin.7.fa	0.5623	0.9834	95.88	0.341	95.50-96.18	0.341	0.30-0.38	1	1.355	1354/17149	92.14	306	AF89_k141_40
ERR1981167_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	0.3671	0.2705	98.80	0.222	98.31-99.22	0.222	0.19-0.26	1	1.111	1004/7322	93.79	0	NODE_2_length_148631_cov_25.9785_ID_15265
ERR1981167_trimmed_1.fastq.gz	LeechJ_2020__ERS3967688__bin.2.fa	0.3365	0.6506	98.71	0.204	98.36-99.14	0.204	0.18-0.23	1	1.175	2356/19017	93.49	267	ERS3967688_k141_1437
ERR1981167_trimmed_1.fastq.gz	LopezSanchezR_2023__SRR13708567__bin.13.fa	0.2638	0.2629	97.54	0.160	96.80-98.15	0.160	0.13-0.20	1	1.096	668/9786	91.70	26	NODE_203_length_18705_cov_7.0000_ID_55160
ERR1981167_trimmed_1.fastq.gz	GCF_001885995.1_ASM188599v1_genomic.fa	0.1681	0.1701	95.53	0.102	94.27-97.28	0.102	0.04-0.15	1	1.160	250/10141	88.74	13	GCF_001885995.1_ASM188599v1_genomic_NZ_JXKT01000001.1 Enterococcus italicus DSM 15952 Scaffold1, whole genome shotgun sequence
ERR1981167_trimmed_1.fastq.gz	MASTER_WP4_CSIC_1__P2235_73323__bin.9.fa	0.0596	0.0728	98.64	0.036	96.36-100.23	0.036	0.02-0.07	1	1.014	283/12165	88.58	1	P2235_73323_k141_1719
ERR1981167_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_251__bin.10.fa	0.0574	0.0993	97.10	0.035	94.90-98.27	0.035	0.02-0.07	1	1.017	234/17028	87.08	11	NODE_4_length_126762_cov_10.0000_ID_36536
ERR1981175_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	77.7507	62.6247	99.98	55.000	NA-NA	HIGH	NA-NA	55	50.566	7449/7489	99.98	0	ERS1739834_k141_1514
ERR1981175_trimmed_1.fastq.gz	MAG_19.fa	11.2611	27.9466	99.52	7.966	NA-NA	HIGH	NA-NA	8	7.966	19700/22889	99.52	0	MAG_19_0
ERR1981175_trimmed_1.fastq.gz	WalshAM_2017__ERR1981175__bin.3.fa	8.3872	6.5663	99.89	5.933	NA-NA	HIGH	NA-NA	6	5.933	6761/6990	99.89	184	WalshAM_2017__ERR1981175__bin.3_NODE_35_length_33096_cov_9.360098
ERR1981175_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	1.5023	1.5761	98.39	1.063	98.25-98.53	1.063	0.99-1.13	1	1.638	3669/9278	97.05	0	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome
ERR1981175_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	0.4444	0.4055	98.23	0.314	97.75-98.58	0.314	0.27-0.36	1	1.154	1292/8244	94.20	0	NODE_37_length_133389_cov_15.7682_ID_27250
ERR1981175_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	0.2389	0.3242	97.79	0.169	97.13-98.26	0.169	0.14-0.20	1	1.090	966/12230	92.14	6	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence
ERR1981175_trimmed_1.fastq.gz	LeechJ_2020__ERS3967688__bin.2.fa	0.1529	0.3209	99.29	0.108	98.74-99.93	0.108	0.09-0.13	1	1.117	1575/19017	92.28	214	ERS3967688_k141_1437
ERR1981175_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	0.1488	0.1691	95.66	0.105	94.20-97.01	0.105	0.07-0.17	1	1.065	262/10372	88.81	365	TGS12-29_k141_701
ERR1981175_trimmed_1.fastq.gz	MAG_191.fa	0.1139	0.0665	96.87	0.081	94.94-98.65	0.081	0.04-0.15	1	1.039	155/5371	89.19	4	MAG_191_0
ERR2014805_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	35.8562	28.3243	98.97	25.000	NA-NA	HIGH	NA-NA	25	24.583	5642/7783	98.97	0	WK002-1-L-48h-01F6_S30_k141_2565
ERR2014805_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	21.5137	27.4945	98.31	15.000	NA-NA	HIGH	NA-NA	15	15.141	7203/12230	98.31	8	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence
ERR2014805_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	17.5337	13.2993	99.98	12.225	NA-NA	HIGH	NA-NA	12	12.225	7444/7489	99.98	0	ERS1739834_k141_1514
ERR2014805_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	7.9453	6.8278	98.84	5.540	NA-NA	HIGH	NA-NA	5	5.540	5738/8244	98.84	0	NODE_37_length_133389_cov_15.7682_ID_27250
ERR2014805_trimmed_1.fastq.gz	MAG_19.fa	5.1811	12.1084	98.99	3.612	NA-NA	HIGH	NA-NA	3	3.612	16694/22889	98.99	0	MAG_19_0
ERR2014805_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_286__bin.4.fa	4.5118	4.8118	99.27	3.146	NA-NA	HIGH	NA-NA	3	3.146	8351/10478	99.27	0	NODE_10_length_98713_cov_16.0000_ID_19272
ERR2014805_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	2.7543	2.2789	98.11	1.920	98.03-98.18	1.920	1.82-1.99	2	2.383	3763/7955	97.61	11	SRS6115052_k141_129
