Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR9701328_trimmed_1.fastq.gz	FontanaF_2023__SRR20746834__bin.2.fa	0.2494	0.2115	98.81	0.159	98.25-99.27	0.159	0.13-0.19	1	1.206	1214/11938	92.89	26	NODE_15_length_59385_cov_11.2996_ID_3067
SRR9701328_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	0.2473	0.2164	96.62	0.158	95.87-97.37	0.158	0.12-0.20	1	1.194	638/12230	90.91	632	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence
SRR9701328_trimmed_1.fastq.gz	P.1_bin.1.fa	0.2419	0.3331	95.35	0.155	94.42-96.00	0.155	0.12-0.20	1	1.114	640/19536	89.56	688	P.1_bin.1_k77_21174
SRR9701328_trimmed_1.fastq.gz	LopezSanchezR_2023__SRR13708567__bin.13.fa	0.2319	0.1617	98.97	0.148	98.29-99.44	0.148	0.13-0.18	1	1.081	977/9786	92.84	0	NODE_203_length_18705_cov_7.0000_ID_55160
SRR9701328_trimmed_1.fastq.gz	MAG_183.fa	0.2185	0.3007	97.67	0.140	97.06-98.36	0.140	0.11-0.17	1	1.107	1211/19273	91.46	654	MAG_183_0
SRR9701328_trimmed_1.fastq.gz	EBC_134.7.fa	0.2079	0.3678	96.22	0.133	95.55-96.89	0.133	0.10-0.16	1	1.119	958/25164	89.99	3126	EBC_134.7_EBC_134_scaffold_2638
SRR9701328_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	0.1752	0.1663	97.01	0.112	96.20-98.06	0.112	0.08-0.15	1	1.246	562/13589	90.23	12	NODE_1_length_274429_cov_22.9992_ID_7781
SRR9701328_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859377__bin.10.fa	0.1532	0.1262	96.93	0.098	95.70-98.24	0.098	0.06-0.13	1	1.124	418/11722	89.80	49	NODE_8_length_174488_cov_60.9499_ID_127332
SRR9701328_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	0.1382	0.0782	98.60	0.088	97.68-100.39	0.088	0.05-0.12	1	1.444	441/7955	91.09	26	SRS6115052_k141_129
SRR9701328_trimmed_1.fastq.gz	YulandiA_2020__SRS6115053__bin.10.fa	0.1354	0.1229	99.66	0.087	98.79-100.36	0.087	0.07-0.11	1	1.055	947/12698	91.97	102	SRS6115053_k141_3360
SRR9701328_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_226__bin.6.fa	0.1112	0.1017	98.83	0.071	97.65-100.02	0.071	0.05-0.11	1	1.041	614/12895	90.65	69	NODE_2_length_319059_cov_34.9987_ID_36074
SRR9701328_trimmed_1.fastq.gz	MAG_312.fa	0.0987	0.1040	98.20	0.063	96.81-99.58	0.063	0.04-0.10	1	1.034	524/15037	89.74	6	MAG_312_0
SRR9701328_trimmed_1.fastq.gz	AlvarezOrdonezA_xxxx__C02-19__bin.3.fa	0.0873	0.1422	97.24	0.056	95.81-99.10	0.056	0.03-0.09	1	1.031	517/22681	88.52	8	C02-19_k141_220
SRR9701328_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	0.0814	0.1139	98.51	0.052	97.01-99.99	0.052	0.03-0.08	1	1.030	632/19857	89.48	69	SAMC044639_k141_719
SRR9701328_trimmed_1.fastq.gz	MAG_501.fa	0.0792	0.0553	97.84	0.051	95.68-99.81	0.051	0.03-0.10	1	1.033	244/9710	88.80	13	MAG_501_0
SRR9701328_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811223__bin.4.fa	0.0779	0.0707	97.53	0.050	95.65-99.55	0.050	0.02-0.09	1	1.024	288/12850	88.47	0	NODE_3_length_103388_cov_45.8805_ID_15969
SRR9701328_trimmed_1.fastq.gz	LeechJ_xxxx__AF59__bin.3.fa	0.0736	0.0558	96.81	0.047	94.32-97.90	0.047	0.03-0.10	1	1.017	175/10326	87.67	2	AF59_k141_38
SRR9701328_trimmed_1.fastq.gz	MAG_594.fa	0.0626	0.0494	100.00	0.040	98.63-102.24	0.040	0.02-0.07	1	1.020	510/10962	90.58	0	MAG_594_0
SRR9701328_trimmed_1.fastq.gz	MASTER_WP4_UNINA_2__M-29__bin.23.fa	0.0403	0.0438	98.40	0.026	95.65-98.53	0.026	0.02-0.05	1	1.013	236/15317	87.41	1	M-29_k141_77
