Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name	sample_name
SRR13708567_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	0.4143	0.3748	99.73	0.917	99.61-99.84	0.917	0.87-0.97	1	1.5930000000000002	4308/7783	98.11	1	WK002-1-L-48h-01F6_S30_k141_2565	SRR13708567
SRR13708567_trimmed_1.fastq.gz	MAG_594.fa	0.3121	0.4126	99.63	0.691	99.45-99.79	0.691	0.64-0.73	1	1.382	4869/10962	97.42	0	MAG_594_0	SRR13708567
SRR13708567_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__PM002_71775__bin.13.fa	0.2767	0.4812	99.13	0.612	98.97-99.28	0.612	0.58-0.65	1	1.4180000000000001	5052/14408	96.68	93	PM002_71775_k141_238	SRR13708567
SRR13708567_trimmed_1.fastq.gz	MAG_312.fa	0.2735	0.4822	98.81	0.605	98.61-98.96	0.605	0.57-0.65	1	1.385	4723/15037	96.33	85	MAG_312_0	SRR13708567
SRR13708567_trimmed_1.fastq.gz	FontanaF_2023__SRR20746838__bin.11.fa	0.2631	0.2452	98.02	0.5820000000000001	97.79-98.30	0.582	0.53-0.63	1	1.348	1869/7829	95.48	38	NODE_1_length_180989_cov_16.9995_ID_3968	SRR13708567
SRR13708567_trimmed_1.fastq.gz	DeFilippisF_xxxx__DS_111__bin.11.fa	0.1661	0.2263	98.34	0.368	98.04-98.60	0.368	0.33-0.40	1	1.4480000000000002	2129/11542	94.69	229	DS_111_k141_820	SRR13708567
SRR13708567_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	0.1386	0.1195	99.4	0.307	98.93-99.75	0.307	0.27-0.35	1	1.188	1608/7322	95.23	5	NODE_2_length_148631_cov_25.9785_ID_15265	SRR13708567
SRR13708567_trimmed_1.fastq.gz	MAG_19.fa	0.1351	0.3616	98.4	0.299	98.09-98.64	0.299	0.27-0.32	1	1.2429999999999999	3589/22889	94.2	194	MAG_19_0	SRR13708567
SRR13708567_trimmed_1.fastq.gz	LimaC_2020__SRR9640355__bin.26.fa	0.125	0.2484	98.76	0.27699999999999997	98.49-99.08	0.277	0.25-0.30	1	1.236	2700/16432	94.34	269	NODE_165_length_44518_cov_18.4289_ID_4922	SRR13708567
SRR13708567_trimmed_1.fastq.gz	LeechJ_2020__ERS3967688__bin.2.fa	0.0983	0.2226	98.76	0.218	98.42-99.18	0.218	0.19-0.24	1	1.311	2537/19017	93.71	24	ERS3967688_k141_1437	SRR13708567
SRR13708567_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811285__bin.2.fa	0.0789	0.1124	98.19	0.175	97.59-98.59	0.175	0.15-0.21	1	1.09	1103/12113	92.56	14	NODE_1_length_1022137_cov_101.0084_ID_918	SRR13708567
SRR13708567_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	0.0493	0.0486	99.2	0.109	98.42-100.02	0.109	0.08-0.14	1	1.126	668/8244	92.21	7	NODE_37_length_133389_cov_15.7682_ID_27250	SRR13708567
SRR13708567_trimmed_1.fastq.gz	YuY_2022__SRR16950700__bin.23.fa	0.0302	0.0306	99.4	0.067	97.86-100.92	0.067	0.03-0.11	1	2.6839999999999997	484/8371	91.22	3	NODE_137_length_39565_cov_54.0000_ID_37700	SRR13708567
SRR13708567_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_251__bin.10.fa	0.0284	0.0574	98.04	0.063	96.70-99.43	0.063	0.04-0.10	1	1.038	560/17028	89.57	10	NODE_4_length_126762_cov_10.0000_ID_36536	SRR13708567
SRR13708567_trimmed_1.fastq.gz	MAG_45.fa	0.025	0.0327	99.26	0.055	97.69-101.21	0.055	0.03-0.09	1	1.157	471/10848	90.38	3	MAG_45_0	SRR13708567
SRR13708567_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	0.02	0.0287	100.0	0.044000000000000004	99.05-102.13	0.044	0.03-0.06	1	1.0959999999999999	586/12064	90.7	0	NODE_1_length_333540_cov_36.9994_ID_1661	SRR13708567
SRR13708567_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	0.0165	0.0156	99.36	0.037000000000000005	96.59-100.54	0.037	0.03-0.08	1	1.272	239/7955	89.31	21	SRS6115052_k141_129	SRR13708567
SRR13708567_trimmed_1.fastq.gz	MAG_34.fa	0.0152	0.0193	100.0	0.034	99.03-103.31	0.034	0.02-0.06	1	1.0290000000000001	485/10569	90.54	0	MAG_34_0	SRR13708567
SRR13708567_trimmed_1.fastq.gz	YuY_2022__SRR16950702__bin.15.fa	0.009	0.0117	100.0	0.02	98.27-101.54	0.020	0.02-0.04	1	1.026	305/10833	89.12	0	NODE_20_length_111749_cov_59.3787_ID_38744	SRR13708567
SRR10454481_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	47.1493	51.6498	99.62	60.0	NA-NA	HIGH	NA-NA	60	55.681999999999995	12081/13589	99.62	0	NODE_1_length_274429_cov_22.9992_ID_7781	SRR10454481
SRR10454481_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.9.fa	30.647	24.967	98.0	39.0	NA-NA	HIGH	NA-NA	39	39.351	5362/10040	98.0	110	NODE_36_length_112572_cov_15.0000_ID_47355	SRR10454481
SRR10454481_trimmed_1.fastq.gz	G_24_1A_oryzifermentans_assembly.fa	22.003	22.9322	98.7	28.0	NA-NA	HIGH	NA-NA	28	28.156	8367/12550	98.7	1	NODE_1_length_900296_cov_116.234665	SRR10454481
SRR10454481_trimmed_1.fastq.gz	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44.fa	0.0815	0.3443	98.17	0.10400000000000001	97.71-98.71	0.104	0.09-0.12	1	1.222	2738/49112	91.11	0	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence	SRR10454481
SRR10454481_trimmed_1.fastq.gz	LandisEA_2021__SRS5653152__bin.2.fa	0.0642	0.0575	98.72	0.08199999999999999	97.58-99.92	0.082	0.05-0.12	1	1.046	589/11144	90.95	1	SRS5653152_k141_1211	SRR10454481
SRR10454481_trimmed_1.fastq.gz	GCF_001434985.1_ASM143498v1_genomic.fa	0.055	0.0493	99.33	0.07	98.18-100.80	0.070	0.04-0.10	1	1.012	675/11067	91.37	7	GCF_001434985.1_ASM143498v1_genomic_NZ_AZES01000005.1 Companilactobacillus paralimentarius DSM 13238 = JCM 10415 strain DSM 13238 NODE_10, whole genome shotgun sequence	SRR10454481
SRR10454494_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	55.4752	61.9352	99.47	94.0	NA-NA	HIGH	NA-NA	94	90.065	11540/13589	99.47	0	NODE_1_length_274429_cov_22.9992_ID_7781	SRR10454494
SRR10454494_trimmed_1.fastq.gz	MortensenS_xxxx__WK040-2-L-48h-03F4_S68__bin.4.fa	14.1639	12.5232	98.82	24.0	NA-NA	HIGH	NA-NA	24	24.615	7389/10670	98.82	0	WK040-2-L-48h-03F4_S68_k141_241	SRR10454494
SRR10454494_trimmed_1.fastq.gz	LandisEA_2021__SRS5653333__bin.1.fa	1.2447	1.1061	98.5	2.109	98.44-98.59	2.109	1.93-2.21	2	2.471	5851/10617	98.1	2	SRS5653333_k141_170	SRR10454494
SRR27593238_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	38.0351	36.6511	99.55	19.0	NA-NA	HIGH	NA-NA	19	19.701	6790/7797	99.55	1	GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome	SRR27593238
SRR27593238_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	36.0332	30.8782	98.71	18.0	NA-NA	HIGH	NA-NA	18	17.115	4778/7154	98.71	55	NODE_10_length_61143_cov_28.9945_ID_1888	SRR27593238
SRR27593238_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	8.8532	7.5489	99.34	4.423	NA-NA	HIGH	NA-NA	4	4.423	5969/7322	99.34	25	NODE_2_length_148631_cov_25.9785_ID_15265	SRR27593238
SRR27593238_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	1.6143	1.2944	99.15	0.8059999999999999	98.98-99.33	0.806	0.75-0.87	1	1.474	2900/6826	97.28	4	NODE_3_length_161229_cov_37.0000_ID_62026	SRR27593238
SRR27593238_trimmed_1.fastq.gz	MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin.2.fa	1.5198	2.2605	98.78	0.759	98.63-98.93	0.759	0.71-0.80	1	1.469	4646/12772	96.79	0	WK030-2-L-48h-03A9_S28_k141_198	SRR27593238
SRR27593238_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.11.fa	1.4713	1.1714	98.03	0.735	97.77-98.23	0.735	0.67-0.80	1	1.474	1877/6666	95.99	10	SRS6115052_k141_268	SRR27593238
SRR27593238_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	1.1739	1.3126	99.18	0.586	98.99-99.39	0.586	0.53-0.63	1	1.354	3187/9278	96.61	0	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	SRR27593238
SRR27593238_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	1.0122	1.5888	98.64	0.506	98.47-98.86	0.506	0.47-0.53	1	1.3019999999999998	3553/13589	95.76	16	NODE_1_length_274429_cov_22.9992_ID_7781	SRR27593238
SRR27593238_trimmed_1.fastq.gz	MAG_501.fa	0.8849	1.0215	98.74	0.442	98.47-99.01	0.442	0.39-0.47	1	1.265	2341/9710	95.51	32	MAG_501_0	SRR27593238
SRR27593238_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2597__bin.1.fa	0.8709	4.6163	99.53	0.435	99.44-99.63	0.435	0.42-0.45	1	1.236	13771/45159	96.24	0	P2597_k141_298	SRR27593238
SRR27593238_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602156__bin.13.fa	0.6924	0.4946	98.12	0.34600000000000003	97.66-98.70	0.346	0.28-0.41	1	1.24	1023/6110	94.4	157	NODE_13_length_131629_cov_20.9991_ID_137683	SRR27593238
SRR27593238_trimmed_1.fastq.gz	G_514_1B_orientalis_assembly.fa	0.52	0.8132	98.36	0.26	97.96-98.74	0.260	0.22-0.30	1	1.236	1853/13382	93.82	23	NODE_1_length_900359_cov_75.777345	SRR27593238
SRR27593238_trimmed_1.fastq.gz	LeechJ_xxxx__AF18__bin.2.fa	0.5073	0.3589	99.6	0.253	99.04-100.20	0.253	0.21-0.30	1	1.185	1181/5947	94.92	12	AF18_k141_207	SRR27593238
SRR27593238_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	0.4664	0.302	99.46	0.233	98.83-100.01	0.233	0.19-0.28	1	1.15	987/5623	94.54	0	AF66_k141_253	SRR27593238
SRR27593238_trimmed_1.fastq.gz	LeechJ_xxxx__AF41__bin.4.fa	0.4256	0.304	99.39	0.213	98.80-99.97	0.213	0.17-0.26	1	1.206	991/5972	94.37	6	AF41_k141_236	SRR27593238
SRR27593238_trimmed_1.fastq.gz	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44.fa	0.3631	2.1966	98.98	0.18100000000000002	98.76-99.18	0.181	0.17-0.19	1	1.121	5942/49112	93.41	3	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence	SRR27593238
SRR27593238_trimmed_1.fastq.gz	MAG_46.fa	0.3502	0.3096	99.71	0.175	99.22-100.26	0.175	0.15-0.21	1	1.113	1111/7548	94.01	36	MAG_46_0	SRR27593238
SRR27593238_trimmed_1.fastq.gz	MAG_24.fa	0.3237	0.3244	98.38	0.162	97.59-99.11	0.162	0.13-0.20	1	1.101	770/8560	92.52	3	MAG_24_0	SRR27593238
SRR27593238_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	0.2822	0.2422	98.23	0.141	97.44-99.10	0.141	0.11-0.18	1	1.078	567/7489	92.01	5	ERS1739834_k141_1514	SRR27593238
SRR27593238_trimmed_1.fastq.gz	MortensenS_xxxx__WK040-2-L-48h-03F4_S68__bin.4.fa	0.2587	0.3216	98.0	0.129	97.06-98.62	0.129	0.10-0.18	1	1.061	692/10670	91.55	232	WK040-2-L-48h-03F4_S68_k141_241	SRR27593238
SRR27593238_trimmed_1.fastq.gz	LeechJ_xxxx__AF51__bin.9.fa	0.2122	0.1146	98.74	0.106	97.54-99.89	0.106	0.07-0.15	1	1.073	301/4432	91.69	20	AF51_k141_148	SRR27593238
SRR27593238_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	0.205	0.2909	98.0	0.102	97.07-98.85	0.102	0.07-0.14	1	1.125	630/12064	90.92	18	NODE_1_length_333540_cov_36.9994_ID_1661	SRR27593238
SRR27593238_trimmed_1.fastq.gz	GCF_008876665.1_ASM887666v1_genomic.fa	0.2035	0.1799	99.72	0.102	98.86-100.78	0.102	0.07-0.13	1	1.135	669/7399	92.54	0	GCF_008876665.1_ASM887666v1_genomic_NZ_CP044534.1 Limosilactobacillus frumenti strain LF145 chromosome, complete genome	SRR27593238
SRR27593238_trimmed_1.fastq.gz	MAG_19.fa	0.0377	0.0996	99.1	0.019	96.23-99.45	0.019	0.02-0.04	1	1.0090000000000001	322/22889	87.15	0	MAG_19_0	SRR27593238
SRR10454517_trimmed_1.fastq.gz	SRR10454517C1506_cerevisiae_assembly.fa	52.7498	63.7808	100.0	64.0	NA-NA	HIGH	NA-NA	64	65.936	13609/13609	100.0	0	SRR10454517C0	SRR10454517
SRR10454517_trimmed_1.fastq.gz	LeechJ_2020__ERS3967740__bin.10.fa	42.8592	31.8908	99.23	52.0	NA-NA	HIGH	NA-NA	52	54.115	6477/8220	99.23	0	ERS3967740_k141_2100	SRR10454517
SRR10454488_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	29.878	35.7091	99.11	49.0	NA-NA	HIGH	NA-NA	49	51.24	10306/13589	99.11	0	NODE_1_length_274429_cov_22.9992_ID_7781	SRR10454488
SRR10454488_trimmed_1.fastq.gz	YuY_2022__SRR16950702__bin.15.fa	21.9512	21.4762	98.9	36.0	NA-NA	HIGH	NA-NA	36	36.732	7679/10833	98.9	0	NODE_20_length_111749_cov_59.3787_ID_38744	SRR10454488
SRR29538182_trimmed_1.fastq.gz	G_275_3_oxydans_assembly.fa	100.0	100.0	100.0	130.0	NA-NA	HIGH	NA-NA	130	133.232	14058/14059	100.0	0	NODE_1_length_274614_cov_115.168622	SRR29538182
SRR27593187_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	74.1797	64.7296	99.69	9.948	NA-NA	HIGH	NA-NA	10	9.948	6205/6826	99.69	0	NODE_3_length_161229_cov_37.0000_ID_62026	SRR27593187
SRR27593187_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	5.4926	6.684	99.19	0.737	99.03-99.37	0.737	0.68-0.80	1	1.479	3763/9278	97.13	0	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	SRR27593187
SRR27593187_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	4.1382	4.1805	99.09	0.555	98.83-99.34	0.555	0.50-0.60	1	1.3519999999999999	2395/7470	96.4	55	s8.ctg000010c	SRR27593187
SRR27593187_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	4.0887	3.8199	99.71	0.5479999999999999	99.47-99.92	0.548	0.51-0.59	1	1.3330000000000002	2890/7489	96.98	0	ERS1739834_k141_1514	SRR27593187
SRR27593187_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	3.2218	3.4102	98.71	0.43200000000000005	98.38-99.01	0.432	0.39-0.47	1	1.228	1933/8244	95.43	2	NODE_37_length_133389_cov_15.7682_ID_27250	SRR27593187
SRR27593187_trimmed_1.fastq.gz	LeechJ_2020__ERS3967702__bin.3.fa	1.9022	2.9251	98.89	0.255	98.52-99.28	0.255	0.22-0.29	1	1.139	1900/11918	94.25	1	ERS3967702_k141_103	SRR27593187
SRR27593187_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	1.306	1.3975	98.86	0.175	98.23-99.40	0.175	0.14-0.22	1	1.101	928/8251	93.19	128	ERS3967691_k141_96	SRR27593187
SRR27593187_trimmed_1.fastq.gz	LeechJ_xxxx__AF89__bin.7.fa	0.5549	1.2222	98.06	0.07400000000000001	96.83-99.10	0.074	0.05-0.11	1	1.0390000000000001	670/17149	90.07	5	AF89_k141_40	SRR27593187
SRR27593187_trimmed_1.fastq.gz	LeechJ_xxxx__AF27__bin.4.fa	0.4261	0.5147	98.8	0.057	97.02-100.66	0.057	0.03-0.10	1	1.028	360/9424	90.0	0	AF27_k141_60	SRR27593187
SRR27593187_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2574__bin.24.fa	0.2847	1.948	98.83	0.038	97.65-100.07	0.038	0.02-0.05	1	1.022	1389/53329	88.9	0	P2574_k141_755	SRR27593187
SRR27593187_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2597__bin.1.fa	0.2652	1.53	98.65	0.036000000000000004	97.45-99.93	0.036	0.02-0.05	1	1.036	1035/45159	88.53	9	P2597_k141_298	SRR27593187
SRR27593187_trimmed_1.fastq.gz	EBC_024.4.fa	0.2325	1.2954	99.06	0.031	97.90-100.65	0.031	0.02-0.04	1	1.069	996/43386	88.54	0	EBC_024.4_EBC_024_scaffold_13	SRR27593187
SRR10454520_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	52.0722	56.8837	99.46	39.0	NA-NA	HIGH	NA-NA	39	38.436	11481/13589	99.46	1	NODE_1_length_274429_cov_22.9992_ID_7781	SRR10454520
SRR10454520_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.9.fa	29.3741	23.8633	98.19	22.0	NA-NA	HIGH	NA-NA	22	21.839000000000002	5699/10040	98.19	81	NODE_36_length_112572_cov_15.0000_ID_47355	SRR10454520
SRR10454520_trimmed_1.fastq.gz	LandisEA_2021__SRS5653137__bin.2.fa	5.8711	4.8693	99.9	4.397	NA-NA	HIGH	NA-NA	4	4.397	10054/10364	99.9	0	SRS5653137_k141_683	SRR10454520
SRR10454520_trimmed_1.fastq.gz	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44.fa	0.17	0.7159	99.01	0.127	98.68-99.31	0.127	0.12-0.14	1	1.168	4343/49112	92.47	0	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence	SRR10454520
SRR27593154_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	45.7558	42.3789	99.43	90.0	NA-NA	HIGH	NA-NA	90	85.53200000000001	6134/7322	99.43	11	NODE_2_length_148631_cov_25.9785_ID_15265	SRR27593154
SRR27593154_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	29.9955	31.3965	98.57	59.0	NA-NA	HIGH	NA-NA	59	59.165	4983/7797	98.57	28	GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome	SRR27593154
SRR27593154_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	19.3191	17.9828	98.85	38.0	NA-NA	HIGH	NA-NA	38	39.323	5000/7154	98.85	10	NODE_10_length_61143_cov_28.9945_ID_1888	SRR27593154
SRR27593154_trimmed_1.fastq.gz	MASTER_WP4_UNINA_2__P-22__bin.8.fa	0.9606	0.9616	99.68	1.889	99.61-99.74	1.889	1.80-1.99	2	2.5269999999999997	5983/7771	99.16	0	P-22_k141_82	SRR27593154
SRR27593154_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	0.6653	1.1344	99.24	1.3090000000000002	99.15-99.34	1.309	1.23-1.38	2	2.8360000000000003	7838/13589	98.24	16	NODE_1_length_274429_cov_22.9992_ID_7781	SRR27593154
SRR27593154_trimmed_1.fastq.gz	LandisEA_2021__SRS5653333__bin.1.fa	0.418	0.5673	98.45	0.8220000000000001	98.29-98.64	0.822	0.77-0.87	1	1.4980000000000002	3669/10617	96.63	5	SRS5653333_k141_170	SRR27593154
SRR27593154_trimmed_1.fastq.gz	GCF_009428965.1_ASM942896v1_genomic.fa	0.3933	0.3695	99.41	0.774	99.21-99.62	0.774	0.71-0.83	1	1.525	3185/7077	97.46	46	GCF_009428965.1_ASM942896v1_genomic_NZ_CP045530.1 Limosilactobacillus pontis strain LP475 chromosome, complete genome	SRR27593154
SRR27593154_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2597__bin.1.fa	0.375	2.1591	99.56	0.738	99.51-99.63	0.738	0.71-0.75	1	1.43	20571/45159	97.5	0	P2597_k141_298	SRR27593154
SRR27593154_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602156__bin.13.fa	0.2858	0.2218	98.19	0.562	97.89-98.44	0.562	0.51-0.63	1	1.36	1563/6110	95.7	150	NODE_13_length_131629_cov_20.9991_ID_137683	SRR27593154
SRR27593154_trimmed_1.fastq.gz	GCF_009184845.1_ASM918484v1_genomic.fa	0.1967	0.3727	99.09	0.387	98.90-99.36	0.387	0.36-0.42	1	1.235	3196/13112	95.55	24	GCF_009184845.1_ASM918484v1_genomic_NZ_CP045068.1 Lacticaseibacillus manihotivorans strain LM010 chromosome	SRR27593154
SRR27593154_trimmed_1.fastq.gz	G_514_1B_orientalis_assembly.fa	0.1724	0.2929	98.15	0.33899999999999997	97.82-98.45	0.339	0.30-0.37	1	1.2690000000000001	2166/13382	94.29	7	NODE_1_length_900359_cov_75.777345	SRR27593154
SRR27593154_trimmed_1.fastq.gz	LeechJ_xxxx__AF51__bin.9.fa	0.1576	0.0924	98.47	0.31	97.90-99.03	0.310	0.26-0.37	1	1.161	733/4432	94.36	0	AF51_k141_148	SRR27593154
