Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR13708566_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602140__bin.22.fa	1.3803	2.6253	99.15	3.356	NA-NA	HIGH	NA-NA	3	3.356	12004/15633	99.15	0	NODE_306_length_23997_cov_9.0000_ID_64100
SRR13708566_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.23.fa	1.2692	2.3210	98.44	3.086	NA-NA	HIGH	NA-NA	3	3.086	9207/15004	98.44	143	NODE_498_length_27318_cov_10.0000_ID_60622
SRR13708566_trimmed_1.fastq.gz	LeechJ_2020__ERS3967702__bin.3.fa	1.2440	1.8163	98.25	3.025	NA-NA	HIGH	NA-NA	3	3.025	6885/11918	98.25	20	ERS3967702_k141_103
SRR13708566_trimmed_1.fastq.gz	FontanaF_2023__SRR20746838__bin.11.fa	1.2315	1.1718	97.97	2.994	NA-NA	HIGH	NA-NA	3	2.994	4147/7829	97.97	63	NODE_1_length_180989_cov_16.9995_ID_3968
SRR13708566_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	1.1981	1.3844	99.38	2.913	NA-NA	HIGH	NA-NA	3	2.913	7642/9278	99.38	0	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome
SRR13708566_trimmed_1.fastq.gz	MASTER_WP4_UNINA_2__P-22__bin.7.fa	0.8987	0.5676	98.69	2.185	98.58-98.76	2.185	2.01-2.37	2	2.607	3029/5135	98.31	2	P-22_k141_152
SRR13708566_trimmed_1.fastq.gz	LopezSanchezR_2023__SRR13708567__bin.13.fa	0.7147	0.8516	99.88	1.738	99.82-99.94	1.738	1.65-1.82	2	2.706	7772/9786	99.26	0	NODE_203_length_18705_cov_7.0000_ID_55160
SRR13708566_trimmed_1.fastq.gz	YouL_2022__SRR13308537__bin.18.fa	0.6257	0.7438	98.95	1.521	98.86-99.02	1.521	1.42-1.61	2	2.352	5652/10039	98.16	0	NODE_38_length_92475_cov_11.0000_ID_100164
SRR13708566_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	0.5440	0.5417	98.51	1.323	98.37-98.62	1.323	1.24-1.41	2	2.004	3592/7797	97.53	7	GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome
SRR13708566_trimmed_1.fastq.gz	MAG_312.fa	0.3562	0.6412	98.73	0.866	98.61-98.85	0.866	0.82-0.91	1	1.603	5868/15037	97.01	33	MAG_312_0
SRR13708566_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	0.3356	0.3101	99.43	0.816	99.28-99.59	0.816	0.77-0.87	1	1.523	3642/7783	97.58	1	WK002-1-L-48h-01F6_S30_k141_2565
SRR13708566_trimmed_1.fastq.gz	MAG_501.fa	0.2338	0.2789	98.73	0.569	98.53-98.91	0.569	0.53-0.60	1	1.356	2834/9710	96.11	16	MAG_501_0
SRR13708566_trimmed_1.fastq.gz	FontanaF_2023__SRR20746854__bin.2.fa	0.2100	0.4890	96.41	0.511	96.16-96.64	0.511	0.46-0.55	1	1.318	2494/19352	93.60	393	NODE_7_length_112150_cov_14.2384_ID_46122
SRR13708566_trimmed_1.fastq.gz	LeechJ_xxxx__AF89__bin.7.fa	0.1944	0.4066	95.76	0.473	95.53-96.03	0.473	0.42-0.51	1	1.284	1688/17149	92.79	675	AF89_k141_40
SRR13708566_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_418__bin.8.fa	0.1772	0.1804	96.81	0.431	96.38-97.28	0.431	0.37-0.50	1	1.790	1071/8364	93.58	1414	NODE_1_length_253996_cov_27.9987_ID_4007
SRR13708566_trimmed_1.fastq.gz	ODFM-BA-A-0217-003_GCF_025908565.1.fa	0.1697	0.2209	95.10	0.413	94.61-95.74	0.413	0.32-0.50	1	1.554	727/10064	91.87	1896	ODFM-BA-A-0217-003_GCF_025908565.1_NZ_JAOZFC010000001.1 Weissella sp. BK2 1, whole genome shotgun sequence
SRR13708566_trimmed_1.fastq.gz	MASTER_WP4_UNINA_1__PM002_71775__bin.13.fa	0.1610	0.2859	98.60	0.391	98.36-98.85	0.391	0.35-0.42	1	1.255	3019/14408	95.08	149	PM002_71775_k141_238
SRR13708566_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	0.1523	0.2276	98.59	0.370	98.36-98.87	0.370	0.33-0.40	1	1.248	2496/12230	95.00	33	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence
SRR13708566_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_245__bin.2.fa	0.1364	0.1080	98.06	0.332	97.57-98.49	0.332	0.28-0.39	1	1.368	1011/6553	94.15	340	NODE_1_length_160535_cov_17.2789_ID_55527
SRR13708566_trimmed_1.fastq.gz	DeFilippisF_xxxx__DS_111__bin.11.fa	0.1140	0.1586	95.46	0.277	94.87-96.04	0.277	0.22-0.34	1	1.319	675/11542	91.25	213	DS_111_k141_820
SRR13708566_trimmed_1.fastq.gz	MAG_594.fa	0.1108	0.1496	99.73	0.269	99.35-100.02	0.269	0.24-0.30	1	1.152	2383/10962	95.20	0	MAG_594_0
SRR13708566_trimmed_1.fastq.gz	DeFilippisF_xxxx__DS_106__bin.5.fa	0.1092	0.0924	97.21	0.265	96.66-97.87	0.265	0.20-0.31	1	1.392	688/7039	92.77	782	DS_106_k141_351
SRR13708566_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811285__bin.2.fa	0.0888	0.1291	98.09	0.216	97.57-98.49	0.216	0.19-0.25	1	1.113	1295/12113	93.04	9	NODE_1_length_1022137_cov_101.0084_ID_918
SRR13708566_trimmed_1.fastq.gz	MAG_183.fa	0.0863	0.2030	97.46	0.210	97.11-97.87	0.210	0.18-0.24	1	1.198	1644/19273	92.37	164	MAG_183_0
SRR13708566_trimmed_1.fastq.gz	LimaC_2020__SRR9640355__bin.26.fa	0.0823	0.1670	97.68	0.200	97.22-98.20	0.200	0.17-0.23	1	1.296	1445/16432	92.46	281	NODE_165_length_44518_cov_18.4289_ID_4922
SRR13708566_trimmed_1.fastq.gz	MAG_45.fa	0.0707	0.0943	99.20	0.172	98.66-99.79	0.172	0.15-0.20	1	1.124	1343/10848	93.48	2	MAG_45_0
SRR13708566_trimmed_1.fastq.gz	MAG_19.fa	0.0668	0.1827	98.34	0.163	97.94-98.75	0.163	0.14-0.19	1	1.195	2048/22889	92.51	42	MAG_19_0
SRR13708566_trimmed_1.fastq.gz	YuY_2022__SRR16950700__bin.23.fa	0.0478	0.0494	97.47	0.116	96.42-98.83	0.116	0.07-0.17	1	2.678	426/8371	90.84	18	NODE_137_length_39565_cov_54.0000_ID_37700
SRR13708566_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	0.0465	0.0682	96.55	0.113	95.47-97.75	0.113	0.08-0.16	1	1.042	454/12064	89.96	12	NODE_1_length_333540_cov_36.9994_ID_1661
SRR13708566_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	0.0424	0.0411	99.39	0.103	98.58-100.59	0.103	0.07-0.13	1	1.150	646/7955	92.22	26	SRS6115052_k141_129
SRR13708566_trimmed_1.fastq.gz	MAG_6.fa	0.0405	0.0798	96.09	0.099	95.03-97.58	0.099	0.06-0.14	1	1.167	437/16058	89.02	864	MAG_6_0
SRR13708566_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	0.0349	0.0350	98.56	0.085	97.43-99.66	0.085	0.05-0.12	1	1.144	430/8244	90.91	8	NODE_37_length_133389_cov_15.7682_ID_27250
SRR13708566_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_385__bin.9.fa	0.0332	0.0433	95.59	0.081	93.72-98.12	0.081	0.04-0.15	1	1.072	208/10831	88.03	0	NODE_1_length_311919_cov_11.9996_ID_36853
SRR13708566_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2603__bin.2.fa	0.0309	0.0306	95.36	0.075	93.07-97.16	0.075	0.04-0.15	1	1.036	138/8308	87.62	110	P2603_k141_86142
SRR13708566_trimmed_1.fastq.gz	EBC_134.7.fa	0.0277	0.0837	95.85	0.067	94.46-97.43	0.067	0.04-0.10	1	1.128	445/25164	87.80	1020	EBC_134.7_EBC_134_scaffold_2638
SRR13708566_trimmed_1.fastq.gz	MAG_34.fa	0.0258	0.0334	99.75	0.063	98.50-100.93	0.063	0.04-0.09	1	1.049	595/10569	91.14	0	MAG_34_0
SRR13708566_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	0.0228	0.0369	97.62	0.055	96.13-99.72	0.055	0.03-0.09	1	1.191	351/13589	88.87	10	NODE_1_length_274429_cov_22.9992_ID_7781
SRR13708566_trimmed_1.fastq.gz	DeFilippisF_xxxx__DF_9__bin.12.fa	0.0182	0.0187	98.68	0.044	96.52-100.62	0.044	0.02-0.09	1	1.060	232/8084	89.18	0	DF_9_k141_14
SRR13708566_trimmed_1.fastq.gz	YuY_2022__SRR16950702__bin.15.fa	0.0174	0.0231	100.00	0.042	98.38-102.06	0.042	0.02-0.07	1	1.035	483/10833	90.45	0	NODE_20_length_111749_cov_59.3787_ID_38744
SRR13708566_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_256__bin.2.fa	0.0161	0.0168	97.58	0.039	94.46-97.86	0.039	0.04-0.10	1	1.019	156/8666	87.85	4	NODE_1_length_428318_cov_12.9998_ID_8660
SRR13708566_trimmed_1.fastq.gz	SEM_41_S58.18.fa	0.0143	0.0273	96.46	0.035	93.79-96.60	0.035	0.03-0.07	1	1.017	176/15803	86.50	4	SEM_41_S58.18_SEM_41_S58_scaffold_33
SRR13708566_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS07-22__bin.3.fa	0.0136	0.1503	99.62	0.033	98.81-100.56	0.033	0.02-0.04	1	1.016	2637/91027	89.20	0	TGS07-22_k141_3
SRR13708566_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2574__bin.32.fa	0.0117	0.0844	99.67	0.028	98.34-100.84	0.028	0.02-0.04	1	1.015	1504/59514	88.81	0	P2574_k141_167
